,pid,PendingInputStaging,Done
97,1,50.2707641125,974.177284956
98,2,66.6074020863,974.188737154
99,2,66.6338691711,974.234761
100,2,66.6596190929,974.239093065
101,2,66.6876971722,974.29042697
102,2,66.7237701416,974.295853138
103,1,50.3706409931,975.379425049
104,1,50.370043993,975.38955617
105,1,50.4360141754,975.421612024
106,1,50.4384989738,975.433896065
107,1,50.4894881248,975.469581127
108,1,50.4872300625,975.478259087
109,1,50.5586590767,975.524706125
110,1,50.5581600666,975.524486065
111,1,50.6188070774,975.574531078
112,1,50.6192960739,975.574810982
113,2,66.7490060329,975.628209114
114,2,66.7777080536,975.631122112
115,2,66.8038239479,975.671533108
116,2,66.8305010796,975.680952072
117,2,66.8496961594,975.727964163
118,2,66.8813459873,975.730277061
119,2,66.8944320679,975.774508953
120,2,66.9347360134,975.778370142
121,2,66.9821121693,975.828757048
122,2,66.943885088,975.828076124
123,1,50.6683130264,976.923640966
124,1,50.6678330898,976.924280167
125,1,50.7302119732,976.977481127
126,1,50.7314679623,976.978419065
127,1,50.7838101387,977.023158073
128,2,66.9936900139,977.025174141
129,2,67.0366091728,977.073522091
130,2,67.0424470901,977.080747128
131,2,67.0921909809,977.116539001
132,2,67.0915551186,977.136079073
133,1,50.7889060974,978.248880148
134,1,50.838009119,978.280725956
135,1,50.8427841663,978.360512018
136,1,50.8831660748,978.388698101
137,1,50.8880281448,978.479009151
138,2,67.1434130669,978.543352127
139,1,50.9534420967,978.56557703
140,1,50.9556219578,978.590322971
141,1,51.005603075,978.610388994
142,1,51.0059001446,978.65778017
143,1,51.069822073,978.665182114
144,2,67.1429359913,978.707509041
145,2,67.1878910065,978.710457087
146,2,67.1926841736,978.751714945
147,2,67.2472879887,978.753576994
148,2,67.2494421005,978.796683073
149,2,67.301680088,978.800832033
150,2,67.3031101227,978.843166113
151,2,67.3532459736,978.85497117
152,2,67.3627669811,978.885339975
153,1,51.0693540573,979.957221031
154,1,51.115748167,979.989074945
155,1,51.1212000847,980.027881145
156,1,51.1685221195,980.059561968
157,1,51.1698169708,980.100878954
158,2,67.3993551731,980.28969717
159,2,67.4180700779,980.309337139
160,2,67.4482879639,980.33307004
161,2,67.465337038,980.355587006
162,2,67.4957301617,980.394335032
163,1,51.2163641453,981.456212997
164,1,51.2209320068,981.506479979
165,1,51.2762901783,981.522914171
166,1,51.2820601463,981.553049088
167,1,51.3309071064,981.574042082
168,1,51.3305289745,981.601274967
169,1,51.4182500839,981.629569054
170,1,51.4171071053,981.684890985
171,1,51.4834120274,981.741188049
172,1,51.4837651253,981.816589117
173,2,67.5096750259,981.887168169
174,2,67.5434160233,981.929306984
175,2,67.5584449768,981.974080086
176,2,67.5932731628,982.012676001
177,2,67.605836153,982.063099146
178,2,67.6501500607,982.169864178
179,2,67.6559209824,982.190741062
180,2,67.6989860535,982.217753172
181,2,67.7052571774,982.237316132
182,2,67.7489199638,982.271950006
183,1,51.5377521515,983.330239058
184,1,51.5385811329,983.373131037
185,1,51.5913159847,983.381126165
186,1,51.5908951759,983.440272093
187,1,51.6518671513,983.445899963
188,2,67.7559571266,983.500427961
189,2,67.8002281189,983.511054993
190,2,67.8062391281,983.555866003
191,2,67.844907999,983.571069956
192,2,67.8598530293,983.66705513
193,1,51.6515641212,983.724329948
194,1,51.7072541714,983.776107073
195,1,51.7078239918,983.830165148
196,1,51.7538051605,983.882791996
197,1,51.7599899769,983.927418947
198,2,67.9124240875,983.979844093
199,2,67.9143300056,984.029837132
200,2,67.9618890285,984.086099148
201,2,67.9642190933,984.139494181
202,2,68.0093729496,984.205082178
203,1,51.7987501621,984.694466114
204,1,51.828109026,984.742738008
205,1,51.8459310532,984.794505119
206,1,51.8780679703,984.853325129
207,1,51.9221630096,984.907992125
208,2,68.0275900364,984.964712143
209,2,68.0674440861,985.022787094
210,2,68.0756850243,985.125782967
211,2,68.1168100834,985.256350994
212,2,68.1215381622,985.329228163
213,1,51.9481229782,986.412713051
214,1,51.9734880924,986.46740818
215,1,52.0023360252,986.478688002
216,1,52.0239670277,986.519467115
217,1,52.052519083,986.524696112
218,2,68.1686561108,986.571939945
219,2,68.1726310253,986.573956013
220,2,68.2184050083,986.63123107
221,2,68.2188720703,986.623116016
222,2,68.2719841003,986.682405949
223,1,52.0685241222,986.742542028
224,1,52.1374821663,986.790002108
225,1,52.1381211281,986.837943077
226,1,52.186177969,986.881067038
227,1,52.1908590794,986.925033092
228,2,68.2724661827,986.976586103
229,2,68.3253359795,987.04077816
230,2,68.3247699738,987.090729952
231,2,68.3840739727,987.149162054
232,1,52.229788065,987.758623123
233,1,52.2387831211,987.818273067
234,1,52.2788319588,987.866343975
235,1,52.2889220715,987.913506031
236,1,52.3366751671,987.962425947
237,2,68.3834950924,988.015259981
238,2,68.43060112,988.073029041
239,2,68.4353351593,988.155472994
240,2,68.4780180454,988.206840038
241,2,68.4866831303,988.255912066
242,1,52.339630127,989.316243172
243,1,52.4038431644,989.342380047
244,1,52.4043591022,989.36503911
245,1,52.4750540257,989.390774012
246,1,52.4743571281,989.420086145
247,2,68.52501297,989.448203087
248,2,68.537956953,989.47066617
249,2,68.5799610615,989.49648118
250,2,68.584854126,989.517655134
251,2,68.6349740028,989.543797016
252,1,52.5420150757,990.601560116
253,1,52.5431780815,990.642431021
254,1,52.6011600494,990.827605963
255,1,52.6016349792,990.847083092
256,1,52.6675131321,990.890362024
257,1,52.6679871082,990.88804698
258,1,52.7182531357,990.946215153
259,1,52.7206580639,990.945891142
260,1,52.7704329491,990.995005131
261,1,52.7751209736,990.995311975
262,2,68.6386830807,991.046048164
263,2,68.696007967,991.046508074
264,2,68.6893789768,991.088628054
265,2,68.7609620094,991.092515945
266,2,68.7663331032,991.146558046
267,2,68.8076040745,991.147900105
268,2,68.8169100285,991.194761992
269,2,68.8643100262,991.19544816
270,2,68.9151601791,991.245476961
271,2,68.8697481155,991.242756128
272,1,52.8446240425,992.342019081
273,1,52.8426501751,992.35454607
274,1,52.8954041004,992.388640165
275,1,52.8959109783,992.407611132
276,1,52.9451580048,992.435805082
277,2,68.9176011086,992.45412612
278,2,68.972520113,992.486572027
279,2,68.9737141132,992.501360178
280,2,69.0281431675,992.537297964
281,2,69.0269241333,992.556791067
282,1,52.9470210075,993.668369055
283,1,52.9902470112,993.697860956
284,1,52.9953689575,993.718225956
285,1,53.0415210724,993.748339176
286,1,53.04063797,993.760478973
287,2,69.0768401623,993.801789999
288,2,69.0806970596,993.805066109
289,2,69.1293101311,993.849061012
290,2,69.1286110878,993.852946043
291,2,69.1750860214,993.900865078
292,1,53.109142065,993.951281071
293,1,53.1097760201,994.04487896
294,1,53.1556370258,994.114073038
295,1,53.1585161686,994.181406021
296,1,53.2011921406,994.22568512
297,2,69.1746029854,994.283676147
298,2,69.2312800884,994.358354092
299,2,69.230807066,994.424429178
300,2,69.2849450111,994.479019165
301,2,69.2843401432,994.524206161
302,4,87.9255781174,994.95125699
303,1,53.2059960365,995.003889084
304,1,53.250439167,995.047209024
305,1,53.2536370754,995.143643141
306,1,53.3011209965,995.186148167
307,1,53.3041779995,995.230828047
308,2,69.3324689865,995.276311159
309,2,69.3330149651,995.320182085
310,2,69.3784451485,995.389194965
311,2,69.3817830086,995.436967134
312,2,69.4370610714,995.487282991
313,4,87.9502351284,995.555156946
314,4,87.983643055,995.606994152
315,4,87.9968290329,995.615101099
316,4,88.0299780369,995.665523052
317,1,53.3504450321,996.703291178
318,1,53.3547210693,996.749601126
319,1,53.3948600292,996.751362085
320,1,53.4460749626,996.799170971
321,1,53.406085968,996.798715115
322,2,69.4839770794,996.853944063
323,2,69.440598011,996.853681087
324,2,69.5395259857,996.904824972
325,2,69.4890899658,996.904517174
326,4,88.0434720516,996.949799061
327,2,69.5346791744,996.946192026
328,4,88.0785710812,997.009298086
329,4,88.0985109806,997.011455059
330,1,53.455343008,997.049383163
331,1,53.5016131401,997.060446978
332,1,53.5086891651,997.102355957
333,1,53.5573179722,997.110711098
334,1,53.5617330074,997.14519906
335,2,69.6329979897,997.164978981
336,2,69.6324970722,997.187952042
337,2,69.6839439869,997.248216152
338,2,69.6844301224,997.249258995
339,4,88.1291220188,997.301990032
340,2,69.7358529568,997.301088095
341,4,88.1453371048,997.398383141
342,4,88.1793949604,997.406099081
343,4,88.1942150593,997.451452017
344,4,88.229362011,997.454949141
345,4,88.238473177,997.538100004
346,4,88.2747449875,997.549710035
347,1,53.6061019897,998.658179045
348,1,53.6044411659,998.67010498
349,1,53.6709990501,998.709697008
350,1,53.6722111702,998.723375082
351,1,53.7303040028,998.7579391
352,2,69.7348339558,998.782137156
353,2,69.8041379452,998.809312105
354,2,69.8053190708,998.843644142
355,2,69.868653059,998.861736059
356,4,88.2877759933,998.910447121
357,2,69.8693480492,998.894083023
358,4,88.3259530067,998.941894054
359,4,88.3353540897,998.961344957
360,4,88.3745779991,998.99772501
361,4,88.3781020641,999.010671139
362,4,88.4285509586,999.052924156
363,4,88.4288129807,999.061022997
364,1,53.7309260368,999.104928017
365,1,53.7917521,999.113785982
366,1,53.7956361771,999.177873135
367,1,53.844848156,999.188254118
368,2,69.9174189568,999.261506081
369,1,53.8432400227,999.258560181
370,2,69.9225270748,999.332977057
371,2,69.9648561478,999.333732128
372,2,69.9686820507,999.40221715
373,2,70.0235760212,999.404736996
374,4,88.4779040813,999.474807978
375,4,88.4866211414,999.480036974
376,1,53.9004280567,1000.60096598
377,1,53.9000041485,1000.61438704
378,1,53.944863081,1000.64872313
379,1,53.9547240734,1000.68161917
380,1,54.0029201508,1000.71255016
381,2,70.028151989,1000.73928499
382,2,70.0948801041,1000.7624681
383,2,70.0956699848,1000.78471112
384,2,70.1625750065,1000.81666207
385,2,70.160859108,1000.83123016
386,4,88.5301010609,1000.8713541
387,4,88.5351610184,1000.87469697
388,4,88.5747821331,1000.93290496
389,4,88.583794117,1000.93224907
390,4,88.6248121262,1001.00806403
391,4,88.6400699615,1000.985147
392,4,88.6717720032,1001.04907799
393,4,88.693680048,1001.07237506
394,4,88.721873045,1001.10320497
395,1,54.0080301762,1001.12321806
396,1,54.0593900681,1001.15170598
397,1,54.0606331825,1001.18102717
398,1,54.1061069965,1001.23591208
399,1,54.1190021038,1001.25720501
400,2,70.2161281109,1001.28025413
401,2,70.2225091457,1001.30365396
402,2,70.3062441349,1001.33670306
403,2,70.3068830967,1001.36057615
404,4,88.743242979,1001.42102313
405,2,70.3613591194,1001.39443016
406,1,54.15341115,1002.53401995
407,1,54.1786470413,1002.54751205
408,1,54.2112159729,1002.6562531
409,1,54.2293641567,1002.68724298
410,1,54.2773621082,1002.77146196
411,2,70.3608510494,1002.80002713
412,2,70.4098901749,1002.86103797
413,2,70.4153921604,1002.87940502
414,2,70.4592721462,1002.919837
415,2,70.4639899731,1002.92890811
416,4,88.771337986,1002.97265601
417,4,88.8050761223,1002.982728
418,4,88.831815958,1003.02078915
419,4,88.8565490246,1003.03328395
420,4,88.8839581013,1003.07635903
421,4,88.9067530632,1003.08518195
422,4,88.9330029488,1003.12027812
423,4,88.953895092,1003.15784907
424,1,54.2811751366,1003.1765101
425,1,54.3372311592,1003.20132113
426,1,54.3356089592,1003.22896099
427,1,54.3927659988,1003.24785209
428,1,54.3985691071,1003.2719481
429,4,88.9832670689,1003.29629612
430,2,70.5114560127,1003.31775904
431,2,70.5107340813,1003.34706903
432,2,70.5626220703,1003.36866307
433,2,70.5630960464,1003.39465499
434,4,89.0138280392,1003.44620895
435,2,70.613202095,1003.41700196
436,1,54.452023983,1004.52269411
437,1,54.4526679516,1004.54516411
438,1,54.4968211651,1004.57267809
439,1,54.5010111332,1004.59999299
440,1,54.5520169735,1004.62624407
441,2,70.6225171089,1004.64472699
442,2,70.7027380466,1004.67562199
443,2,70.7031259537,1004.70431399
444,2,70.7541840076,1004.72655106
445,2,70.7530269623,1004.75435901
446,4,89.0333821774,1004.77813601
447,4,89.0683600903,1004.80431914
448,4,89.0904381275,1004.83079696
449,4,89.1167991161,1004.85348701
450,4,89.1370949745,1004.87915611
451,1,54.5524671078,1005.929317
452,1,54.5964801311,1005.97364807
453,1,54.6012170315,1005.98168302
454,1,54.6439161301,1006.0218761
455,1,54.6556179523,1006.03416014
456,2,70.8078930378,1006.06432414
457,2,70.8083291054,1006.08016801
458,2,70.862801075,1006.11288309
459,2,70.8632881641,1006.12732506
460,4,89.1710920334,1006.2111671
461,2,70.9130160809,1006.15639997
462,1,54.6905241013,1006.23738408
463,1,54.7073330879,1006.26632404
464,1,54.7383551598,1006.30543017
465,1,54.7548439503,1006.325248
466,4,89.1846220493,1006.37287998
467,1,54.7921731472,1006.35546613
468,2,70.9137179852,1006.40564799
469,2,70.9591600895,1006.41565108
470,2,70.966217041,1006.4541111
471,2,71.0117959976,1006.46012902
472,4,89.2352211475,1006.51955104
473,2,71.0240850449,1006.50109696
474,4,89.2348351479,1006.56145215
475,4,89.2864949703,1006.57744408
476,4,89.2837100029,1006.61759615
477,4,89.3399369717,1006.63042617
478,4,89.3404181004,1006.66624713
479,4,89.3889110088,1006.68230009
480,4,89.3940401077,1006.71736503
481,1,54.8173151016,1007.76716208
482,1,54.843487978,1007.80275702
483,1,54.8700671196,1007.83012414
484,1,54.8958940506,1007.85609412
485,1,54.920333147,1007.87993598
486,2,71.0658669472,1007.90550303
487,2,71.0724000931,1007.93374109
488,2,71.1184241772,1007.96365595
489,2,71.1209630966,1008.02835202
490,2,71.1685609818,1008.02951312
491,4,89.4350969791,1008.09521604
492,4,89.4406261444,1008.09567904
493,4,89.4837291241,1008.15060115
494,4,89.4878189564,1008.1517911
495,4,89.5314500332,1008.2296741
496,4,89.5352020264,1008.22208214
497,4,89.5834350586,1008.27111411
498,1,54.9503829479,1008.29485798
499,1,54.9715671539,1008.31900597
500,1,55.0038890839,1008.34288001
501,1,55.0308539867,1008.37099004
502,4,89.5829379559,1008.43250108
503,1,55.0640950203,1008.40171909
504,2,71.1720230579,1008.45865297
505,2,71.2323591709,1008.48862004
506,2,71.2433259487,1008.52037907
507,2,71.2870490551,1008.54241395
508,4,89.6583580971,1008.60288501
509,2,71.3105511665,1008.57211113
510,4,89.6627430916,1008.63086009
511,1,55.090747118,1009.70082307
512,1,55.1103811264,1009.75030899
513,1,55.1473491192,1009.75438213
514,1,55.1564691067,1009.79438305
515,1,55.2124140263,1009.80755615
516,2,71.3393700123,1009.84195709
517,2,71.3600900173,1009.85298014
518,2,71.3972370625,1009.88951802
519,2,71.406924963,1009.89730811
520,4,89.7115819454,1009.94940901
521,2,71.4698400497,1009.94689298
522,4,89.7159671783,1009.99131703
523,4,89.7615411282,1009.99940515
524,4,89.7671911716,1010.03728604
525,4,89.8155601025,1010.04955602
526,1,55.2118711472,1011.11274505
527,1,55.2921800613,1011.14932203
528,1,55.2925860882,1011.15692115
529,1,55.3398339748,1011.19237995
530,1,55.3550419807,1011.20187306
531,2,71.4989671707,1011.236444
532,2,71.5279011726,1011.24870205
533,2,71.5548260212,1011.29351401
534,2,71.5850560665,1011.29414606
535,1,55.4147679806,1011.36710811
536,1,55.3961780071,1011.36643314
537,1,55.4678781033,1011.41301298
538,1,55.4426500797,1011.41236806
539,4,89.8160710335,1011.45682406
540,1,55.4963850975,1011.4540801
541,2,71.6204221249,1011.54486609
542,2,71.633742094,1011.55402803
543,2,71.6784651279,1011.59514308
544,2,71.6983201504,1011.60388112
545,4,89.8614799976,1011.65170813
546,2,71.7333650589,1011.63680911
547,4,89.8661589622,1011.68460107
548,4,89.9249069691,1011.70050502
549,4,89.9253940582,1011.73012018
550,4,89.9779701233,1011.74886417
551,4,89.9822001457,1011.79431009
552,4,90.0250940323,1011.8196981
553,4,90.0291340351,1011.85489917
554,4,90.0836820602,1011.88757706
555,1,55.5260241032,1012.98299909
556,1,55.5427370071,1012.99704504
557,1,55.5748810768,1013.06381798
558,1,55.5943801403,1013.07822514
559,1,55.63053298,1013.13773799
560,2,71.7432329655,1013.16072702
561,2,71.7886331081,1013.23570013
562,2,71.7918951511,1013.30622315
563,2,71.8365380764,1013.3290751
564,4,90.0841569901,1013.37884712
565,2,71.8509099483,1013.3553741
566,1,55.6392810345,1013.40917015
567,1,55.6820299625,1013.43502307
568,1,55.6904881001,1013.45930409
569,1,55.7370631695,1013.48550105
570,4,90.1381940842,1013.53369808
571,1,55.7559759617,1013.50983596
572,2,71.8944120407,1013.55916214
573,2,71.8999249935,1013.58488798
574,2,71.9427981377,1013.60997796
575,2,71.9478840828,1013.62860203
576,4,90.1385791302,1013.69582009
577,2,72.0026340485,1013.66070509
578,4,90.2102880478,1013.72339606
579,4,90.2109000683,1013.74388695
580,4,90.2567610741,1013.77251196
581,4,90.2608530521,1013.79870701
582,4,90.3016860485,1013.82011414
583,4,90.3065550327,1013.85049009
584,4,90.3530869484,1013.86636901
585,1,55.7864341736,1014.93729806
586,1,55.8042471409,1014.95781207
587,1,55.8432400227,1014.98851895
588,1,55.8543419838,1015.00611115
589,1,55.8945219517,1015.04443502
590,2,72.0030510426,1015.05412102
591,2,72.0725250244,1015.09896207
592,2,72.0719959736,1015.10073614
593,2,72.1252470016,1015.14571404
594,2,72.1303629875,1015.15006399
595,4,90.3550670147,1015.21951103
596,4,90.4212040901,1015.20823717
597,4,90.4217021465,1015.27398705
598,4,90.4743740559,1015.28674817
599,4,90.4781541824,1015.34390903
600,4,90.5349931717,1015.38330317
601,4,90.5345680714,1015.40776801
602,4,90.5779721737,1015.43342304
603,1,55.9109840393,1015.46943617
604,1,55.9533369541,1015.49892306
605,1,55.9742650986,1015.52274799
606,1,56.0072171688,1015.547647
607,4,90.5819780827,1015.57962203
608,2,72.1913571358,1015.603899
609,2,72.1908211708,1015.62937498
610,2,72.256070137,1015.6500051
611,2,72.2557170391,1015.68594503
612,2,72.3071210384,1015.69270515
613,4,90.6243851185,1015.7375021
614,1,56.0291080475,1016.76608205
615,1,56.0558550358,1016.81633902
616,1,56.0788700581,1016.83108997
617,1,56.1128251553,1016.86096215
618,1,56.1409361362,1016.87629509
619,1,56.1616311073,1016.91252518
620,2,72.3125450611,1016.91980505
621,2,72.3747489452,1016.961586
622,2,72.3789701462,1016.96456599
623,4,90.633026123,1017.02114606
624,2,72.4432561398,1017.0181191
625,4,90.6735551357,1017.06492805
626,4,90.6802721024,1017.07102418
627,4,90.7352499962,1017.110677
628,4,90.7359189987,1017.12073112
629,1,56.1905231476,1018.19489908
630,1,56.2105331421,1018.23361111
631,1,56.244287014,1018.24500299
632,1,56.2717120647,1018.28204107
633,1,56.2982010841,1018.29398417
634,2,72.4449880123,1018.32713413
635,2,72.5064170361,1018.34169412
636,2,72.5086190701,1018.40163612
637,2,72.5576281548,1018.40315008
638,2,72.5557630062,1018.46539807
639,2,72.6196770668,1018.46584105
640,4,90.7801289558,1018.530581
641,4,90.783921957,1018.53747797
642,1,56.3269300461,1018.58812213
643,1,56.3499481678,1018.58867216
644,1,56.3770871162,1018.63063002
645,1,56.3953721523,1018.63822317
646,4,90.8263630867,1018.69324803
647,1,56.4270379543,1018.67707014
648,4,90.8295230865,1018.72231197
649,2,72.6191461086,1018.74162006
650,2,72.6758110523,1018.78359699
651,2,72.6791620255,1018.80127406
652,4,90.8806591034,1018.85377717
653,2,72.7347021103,1018.83170795
654,4,90.8811330795,1018.88227916
655,4,90.9329500198,1018.90356016
656,4,90.9319829941,1018.93969703
657,4,90.9825999737,1018.96825409
658,4,90.9790561199,1018.99441814
659,1,56.4423980713,1020.06951809
660,1,56.4886651039,1020.07835412
661,2,72.7327890396,1020.11803818
662,2,72.7814631462,1020.12551904
663,4,91.037209034,1020.1796391
664,2,72.7870819569,1020.18023705
665,1,56.4893801212,1021.35395813
666,1,56.5402481556,1021.35357118
667,1,56.5395531654,1021.40249515
668,1,56.5842270851,1021.40889001
669,1,56.5907549858,1021.44856501
670,2,72.8375351429,1021.45416903
671,2,72.8304049969,1021.49147797
672,2,72.9069330692,1021.49592805
673,2,72.9064371586,1021.53919101
674,4,91.0366971493,1021.61935496
675,2,72.9515590668,1021.59680915
676,4,91.0844089985,1021.64152908
677,1,56.6308410168,1021.67241812
678,1,56.6427979469,1021.69995809
679,1,56.6793580055,1021.72493696
680,1,56.6995420456,1021.75014114
681,1,56.7306950092,1021.77202296
682,1,56.751748085,1021.79634404
683,2,72.956882,1021.8179841
684,2,73.0071899891,1021.84477711
685,2,73.0160501003,1021.87191296
686,2,73.0558531284,1021.89491606
687,4,91.0848891735,1021.93735003
688,2,73.0631220341,1021.92221713
689,4,91.1301860809,1021.97099209
690,4,91.1338059902,1021.98327899
691,4,91.1853599548,1022.01470518
692,4,91.1846871376,1022.03118515
693,4,91.2314879894,1022.07511997
694,3,116.184313059,1022.13990211
695,3,116.183904171,1022.14192915
696,3,116.241374016,1022.20581818
697,3,116.247953176,1022.21739006
698,3,116.288218975,1022.26110911
699,4,91.2371821404,1022.08160806
700,3,116.295583963,1024.10902095
701,3,116.354381084,1024.12250805
702,3,116.354001045,1024.17081499
703,3,116.40447402,1024.19559813
704,3,116.408637047,1024.23278213
705,1,56.7870409489,1023.29667902
706,1,56.8391540051,1023.34643698
707,1,56.8104140759,1023.34539318
708,1,56.8583099842,1023.38970518
709,1,56.890515089,1023.39060616
710,2,73.1084339619,1023.43450809
711,2,73.117565155,1023.43796611
712,2,73.1529090405,1023.48325515
713,2,73.1653499603,1023.48615503
714,4,91.2788300514,1023.53321695
715,2,73.2000961304,1023.52696109
716,4,91.2835400105,1023.57527018
717,4,91.3381531239,1023.57811499
718,4,91.3385989666,1023.62768602
719,4,91.3863990307,1023.62971902
720,4,91.3913300037,1023.67656398
721,4,91.4350340366,1023.68597007
722,1,56.9221141338,1023.71831703
723,1,56.9481749535,1023.73714805
724,1,56.9743390083,1023.76277614
725,1,57.0037281513,1023.78786516
726,4,91.4432160854,1023.83612704
727,1,57.0291290283,1023.80866909
728,2,73.2144811153,1023.86160207
729,2,73.2533011436,1023.88474703
730,2,73.2721259594,1023.94041014
731,2,73.3020391464,1023.96310711
732,2,73.3202619553,1023.98994398
733,4,91.4877021313,1024.03145003
734,4,91.4977071285,1024.05732799
735,3,116.460791111,1024.27967596
736,3,116.46173811,1024.32200003
737,3,116.507403135,1024.36777616
738,3,116.52218008,1024.409863
739,3,116.552348137,1024.45469213
740,4,91.5329880714,1024.534729
741,4,91.5421409607,1024.59627604
742,4,91.593626976,1024.65089703
743,4,91.59258008,1024.69604611
744,1,57.0507409573,1024.73972511
745,1,57.0822451115,1024.79070902
746,1,57.1066100597,1024.84195018
747,1,57.1336271763,1024.89044404
748,1,57.1749680042,1024.93786311
749,2,73.3589270115,1024.99066114
750,2,73.3690919876,1025.04024506
751,2,73.4091999531,1025.08553696
752,3,116.581166029,1025.30916214
753,3,116.61026597,1025.3935051
754,3,116.62707305,1025.47177911
755,3,116.668054104,1025.53733706
756,3,116.676208019,1025.75062609
757,2,73.4167530537,1025.13267112
758,2,73.4589309692,1025.18618798
759,4,91.6429829597,1025.24078012
760,4,91.6436960697,1025.544662
761,4,91.7002930641,1025.59182596
762,4,91.7005500793,1025.59358311
763,4,91.7669081688,1025.67126799
764,4,91.7663860321,1025.67317295
765,1,57.1866049767,1025.80064797
766,1,57.2320690155,1025.84528208
767,1,57.2413041592,1025.89361906
768,1,57.3049430847,1025.93907905
769,1,57.3099980354,1025.98411918
770,2,73.4639880657,1026.07765198
771,3,116.721143007,1026.94939303
772,3,116.725548983,1026.97942901
773,3,116.769142151,1027.13006902
774,3,116.783737183,1027.15360618
775,3,116.82123208,1027.18659711
776,2,73.5044770241,1026.17841196
777,2,73.5126030445,1026.30235505
778,2,73.5555369854,1026.41189718
779,2,73.5587790012,1026.53735113
780,4,91.8236751556,1026.67769909
781,4,91.8230121136,1026.73295808
782,4,91.8753349781,1026.78055406
783,4,91.8760290146,1026.78287601
784,1,57.369451046,1026.82977509
785,1,57.3700470924,1026.83074117
786,1,57.4351561069,1026.883811
787,1,57.4346840382,1026.89027405
788,4,91.9267821312,1026.92764711
789,2,73.6110720634,1027.00487494
790,2,73.6125490665,1027.03238916
791,2,73.6650390625,1027.06206608
792,2,73.6675219536,1027.09354615
793,3,116.836995125,1028.43892407
794,3,116.876593113,1028.46901917
795,3,116.891033173,1028.51862812
796,3,116.926026106,1028.56844401
797,3,116.942913055,1028.59770107
798,3,116.986096144,1028.64317203
799,1,57.4874711037,1028.24330306
800,1,57.4868211746,1028.2681241
801,2,73.7099971771,1028.28958797
802,2,73.7145650387,1028.31419516
