,pid,PendingInputStaging,Done
203,1,1421.07275987,2354.9828639
204,1,1421.0749259,2355.13484406
205,2,1436.29794598,2355.14284396
206,1,1421.09445095,2355.28805494
207,1,1421.09096384,2355.29418397
208,1,1421.12918305,2355.37526202
209,1,1421.12976599,2355.37983084
210,1,1421.1512599,2355.46237206
211,2,1436.31947684,2355.46660495
212,2,1436.31803393,2355.50660396
213,2,1436.33906102,2355.50837588
214,2,1436.34045005,2355.52454996
215,2,1436.36755085,2355.52818894
216,2,1436.39069104,2355.54701495
217,2,1436.418998,2355.55109596
218,2,1436.43207693,2355.56915593
219,2,1436.43980098,2355.59982896
220,2,1436.45767188,2355.60938501
221,1,1421.1509459,2356.66748095
222,1,1421.16954088,2356.68159699
223,1,1421.17262292,2356.68462801
224,1,1421.19278383,2356.72260499
225,1,1421.18796396,2356.722332
226,2,1436.48042893,2356.74305487
227,2,1436.46856284,2356.74334192
228,2,1436.48821902,2356.79413295
229,2,1436.49983692,2356.81006289
230,1,1421.20789289,2357.92157006
231,1,1421.21236587,2357.94590998
232,1,1421.22897196,2357.99874187
233,1,1421.23179293,2358.06137896
234,1,1421.24801397,2358.13520384
235,2,1436.52196693,2358.15721893
236,2,1436.5384059,2358.18352604
237,2,1436.57494998,2358.19517088
238,2,1436.58174086,2358.21036601
239,2,1436.59471202,2358.21937203
240,2,1436.60146403,2358.23745704
241,2,1436.61418796,2358.27012992
242,1,1421.24976087,2358.32290006
243,1,1421.26609802,2358.36906099
244,1,1421.26980901,2358.3767879
245,1,1421.29231095,2358.38837695
246,1,1421.292907,2358.40018106
247,2,1436.62045503,2358.41021705
248,2,1436.63421202,2358.42145991
249,2,1436.63947105,2358.43053198
250,1,1421.31275606,2359.45926785
251,1,1421.31377602,2359.47663999
252,1,1421.34875989,2359.494663
253,1,1421.37934995,2359.51179194
254,1,1421.39576602,2359.52448201
255,2,1436.65491199,2359.53024697
256,2,1436.66943288,2359.54350591
257,2,1436.70748091,2359.54910588
258,2,1436.7513659,2359.56249499
259,2,1436.81061888,2359.56751084
260,2,1436.84612703,2359.58143187
261,1,1421.39931989,2360.64249802
262,1,1421.42395306,2360.66162992
263,1,1421.42459393,2360.74261904
264,1,1421.44810486,2360.74981284
265,1,1421.44778085,2360.79745984
266,2,1436.85948491,2360.80594707
267,2,1436.86483502,2360.85972691
268,2,1436.8786869,2360.86545801
269,2,1436.88424087,2361.01731706
270,2,1436.89748502,2361.03402185
271,2,1436.90515184,2361.17284489
272,2,1436.91689587,2361.18664598
273,2,1436.92424989,2361.25064802
274,2,1436.93768787,2361.25111794
275,2,1436.943887,2361.28518605
276,1,1421.46699595,2362.31077695
277,1,1421.46925306,2362.36949706
278,1,1421.49153495,2362.39306688
279,1,1421.49222898,2362.49296188
280,1,1421.51877999,2362.50923204
281,1,1421.51815295,2362.53601289
282,1,1421.54603696,2362.54485106
283,1,1421.54821706,2362.57803893
284,1,1421.56654501,2362.59658599
285,2,1436.95608497,2362.65301394
286,2,1436.96827292,2362.67825484
287,2,1436.97959399,2362.72925687
288,2,1436.98714495,2362.75830102
289,2,1437.00807405,2362.77374291
290,1,1421.5669589,2363.80868506
291,1,1421.58842587,2363.82592702
292,1,1421.60000992,2363.83235598
293,1,1421.60782003,2363.84244299
294,1,1421.62050986,2363.84985685
295,2,1437.01899695,2363.860605
296,2,1437.03021693,2363.86800289
297,2,1437.03802705,2363.87865186
298,2,1437.04949594,2363.88762403
299,2,1437.05708194,2363.89860797
300,3,1453.09087586,2365.07731485
301,3,1453.09262991,2365.09002686
302,3,1453.418993,2365.14607596
303,3,1453.41927695,2365.18169498
304,3,1453.48283195,2365.22069287
305,1,1421.62851906,2364.9477129
306,1,1421.6412189,2364.959306
307,1,1421.65276003,2364.967906
308,1,1421.66051602,2364.97902894
309,1,1421.67191005,2364.98661304
310,1,1421.68031406,2364.99624491
311,2,1437.07448697,2365.00781703
312,2,1437.08055305,2365.01574087
313,2,1437.09466004,2365.02610898
314,2,1437.10523486,2365.03488898
315,2,1437.11478496,2365.04434991
316,2,1437.12929702,2365.24387693
317,2,1437.13535404,2365.27498794
318,2,1437.149786,2365.30234504
319,2,1437.16090584,2365.35716891
320,2,1437.17359591,2365.39389491
321,3,1453.48347092,2366.91002107
322,3,1453.55246496,2366.96847606
323,3,1453.55282784,2367.02420998
324,3,1453.61124802,2367.11243987
325,3,1453.6145339,2367.13853693
326,1,1421.7018609,2366.47468591
327,1,1421.71427107,2366.49590993
328,1,1421.72111988,2366.57108307
329,1,1421.73434901,2366.588552
330,1,1421.74658585,2366.64840603
331,3,1453.69492006,2367.20823097
332,3,1453.70496488,2367.22404194
333,3,1453.7331419,2367.64113784
334,3,1453.73965693,2367.67004395
335,3,1453.78225303,2367.79878187
336,1,1421.75734305,2366.66674495
337,1,1421.77523994,2366.72640586
338,1,1421.78949189,2366.75343394
339,1,1421.81327796,2366.77516603
340,2,1437.187325,2366.78393888
341,2,1437.19828987,2366.79497504
342,2,1437.20953202,2366.81160784
343,2,1437.22973084,2366.85999489
344,2,1437.23742199,2367.35869288
345,2,1437.249295,2367.38650084
346,2,1437.27160001,2367.47217488
347,2,1437.26126289,2367.47256494
348,1,1421.86865497,2367.51110601
349,1,1421.91620588,2367.51212287
350,1,1421.96321988,2367.54586196
351,1,1421.98364496,2367.54616785
352,1,1421.99722099,2367.56248188
353,2,1437.28604603,2367.56366801
354,3,1453.78260183,2367.81140685
355,3,1453.87291002,2367.84554791
356,3,1453.87342596,2367.85750103
357,3,1454.00691891,2367.89035392
358,3,1454.00986004,2367.9282949
359,3,1454.11387587,2369.19623995
360,3,1454.11438084,2369.21718502
361,3,1454.14717793,2369.23784399
362,3,1454.14790702,2369.25590205
363,1,1421.84846497,2369.044801
364,1,1422.01167107,2369.0619719
365,1,1422.023844,2369.082973
366,1,1422.03169703,2369.10001302
367,1,1422.043926,2369.11670494
368,2,1437.30173588,2369.13274097
369,2,1437.30941391,2369.13445401
370,2,1437.34541106,2369.15033603
371,2,1437.36346292,2369.15219998
372,2,1437.39551806,2369.17906189
373,3,1454.17216206,2370.8221879
374,3,1454.17263198,2370.84849405
375,3,1454.19428897,2370.97198987
376,3,1454.19859195,2370.97334194
377,3,1454.212816,2371.08679295
378,1,1422.05253196,2370.33770204
379,1,1422.06896806,2370.35933089
380,1,1422.07089305,2370.39436197
381,1,1422.09470201,2370.39790487
382,1,1422.09509897,2370.41175103
383,2,1437.44061685,2370.423347
384,2,1437.47988701,2370.43732905
385,2,1437.49397302,2370.50065994
386,2,1437.53216791,2370.54620695
387,2,1437.59997201,2370.55894995
388,2,1437.67109799,2370.56916499
389,2,1437.70409703,2370.5934
390,1,1422.16854095,2370.61624002
391,1,1422.16785502,2370.64680505
392,1,1422.189888,2370.65863299
393,1,1422.19148302,2370.66874504
394,1,1422.21132207,2370.70591784
395,2,1437.7547729,2370.74629092
396,3,1454.21710992,2371.08645201
397,3,1454.23998904,2371.20677805
398,3,1454.24085093,2371.20965695
399,3,1454.26389003,2371.38444805
400,3,1454.26427007,2371.384269
401,2,1437.78753185,2370.77628398
402,2,1437.82314706,2370.78649688
403,2,1437.85078096,2371.52076197
404,2,1437.86212206,2371.52563095
405,2,1437.89086199,2371.5976119
406,2,1437.87723494,2371.59807205
407,1,1422.21176696,2371.63547587
408,1,1422.23010898,2371.63940597
409,1,1422.23294497,2371.68162084
410,1,1422.24894786,2371.70772386
411,3,1454.30704904,2371.91606092
412,3,1454.30891395,2371.93652987
413,3,1454.32827306,2371.97995186
414,3,1454.33405399,2372.07513189
415,3,1454.34737301,2372.14530396
416,1,1422.25278902,2371.81398106
417,2,1437.89878988,2371.85946202
418,3,1454.35366893,2373.45189285
419,3,1454.36666203,2373.577142
420,3,1454.3720789,2373.579916
421,3,1454.38767695,2373.62485003
422,3,1454.39534688,2373.63078785
423,1,1422.26845384,2373.24576306
424,1,1422.27285504,2373.26346302
425,1,1422.29013705,2373.31332588
426,1,1422.29390883,2373.32250094
427,1,1422.4032979,2373.33384299
428,2,1437.91074586,2373.34336305
429,2,1437.91860199,2373.35324097
430,2,1437.92997289,2373.36436391
431,2,1437.937989,2373.37372184
432,2,1437.96619391,2373.38508487
433,2,1438.03799891,2373.47938991
434,2,1438.1043129,2373.50894403
435,2,1438.12745285,2373.52850986
436,2,1438.15530801,2373.53991199
437,2,1438.16333699,2373.54776597
438,1,1422.40402198,2373.64306903
439,1,1422.4443109,2373.65338206
440,1,1422.44470596,2373.66606593
441,1,1422.46947098,2373.67927289
442,1,1422.46996903,2373.68720102
443,3,1454.40631104,2374.879457
444,3,1454.41937089,2374.89878798
445,3,1454.45516396,2374.9142859
446,3,1454.49893785,2374.94236207
447,3,1454.49946499,2374.97824192
448,1,1422.48921204,2374.72663999
449,1,1422.49568391,2374.73962402
450,1,1422.50928688,2374.74369788
451,1,1422.51552796,2374.75783396
452,1,1422.53119802,2374.77258086
453,2,1438.17599201,2374.82620192
454,2,1438.18228698,2374.83507895
455,2,1438.19488001,2374.84572506
456,2,1438.20107007,2374.85604405
457,2,1438.214252,2374.86440492
458,3,1454.52806401,2375.01190686
459,3,1454.52843285,2375.03309894
460,3,1454.54783797,2375.0459969
461,3,1454.55205703,2375.07785392
462,3,1454.56644487,2375.09273791
463,3,1454.57320404,2376.30433893
464,3,1454.58594584,2376.33391786
465,3,1454.59190893,2376.35531902
466,3,1454.60435605,2376.38622904
467,3,1454.61150193,2376.40065289
468,1,1422.53477407,2376.12599492
469,1,1422.55702305,2376.1445539
470,1,1422.55769396,2376.16773295
471,1,1422.57695103,2376.17749786
472,1,1422.59004784,2376.18693399
473,1,1422.60690904,2376.19591784
474,2,1438.22049999,2376.22862291
475,2,1438.23301101,2376.25149488
476,2,1438.23971987,2376.26251388
477,2,1438.25339198,2376.26971698
478,2,1438.2590909,2376.28183985
479,3,1454.62326503,2378.28141093
480,3,1454.63867784,2378.3479259
481,3,1454.65758896,2378.41452885
482,3,1454.67381692,2378.44151592
483,3,1454.68596888,2378.48540306
484,1,1422.62930298,2377.45762086
485,1,1422.66849685,2377.48314691
486,1,1422.73614407,2377.53140092
487,1,1422.77509403,2377.552495
488,1,1422.82500386,2377.57220507
489,2,1438.27176499,2377.60987186
490,2,1438.28030992,2377.653054
491,2,1438.31202102,2377.71943688
492,2,1438.34283805,2377.78791785
493,1,1422.89131999,2377.86182094
494,1,1422.962497,2377.89872384
495,1,1423.03090286,2377.92193484
496,3,1454.69460797,2378.53288603
497,3,1454.70552802,2378.74417186
498,3,1454.71684289,2378.78213596
499,3,1454.72521806,2378.85543489
500,3,1454.73713994,2379.09407902
501,1,1423.06123805,2377.96491599
502,2,1438.36408496,2378.02064705
503,2,1438.385077,2378.10071397
504,2,1438.40301085,2378.18131399
505,2,1438.41647696,2378.20966291
506,2,1438.42779803,2378.23517704
507,2,1438.44076586,2378.24887991
508,2,1438.52843499,2378.59059906
509,2,1438.53536797,2378.64635992
510,2,1438.57091284,2378.66189885
511,2,1438.57231593,2378.68011498
512,2,1438.66163898,2378.70181298
513,1,1423.08418298,2378.90166593
514,1,1423.09654284,2378.90841985
515,1,1423.10423899,2378.9184289
516,1,1423.14128685,2378.927742
517,1,1423.15349793,2378.94635987
518,3,1454.74488187,2379.12789202
519,3,1454.76131105,2379.16008401
520,3,1454.76657486,2379.19999194
521,3,1454.78766394,2379.27325892
522,1,1423.19383287,2378.98515391
523,3,1454.78858399,2379.35015607
524,3,1454.81395197,2380.51495004
525,3,1454.81454492,2380.54298592
526,3,1454.83693504,2380.57917285
527,3,1454.8374269,2380.62804389
528,3,1454.86552787,2380.65766501
529,1,1423.21402192,2380.39299393
530,1,1423.29122591,2380.40430784
531,1,1423.30047297,2380.41367197
532,1,1423.41898084,2380.42173696
533,1,1423.41947198,2380.43239093
534,2,1438.66354895,2380.44423795
535,2,1438.75134397,2380.45390987
536,2,1438.75186801,2380.46359491
537,2,1438.77987504,2380.47204185
538,2,1438.78496099,2380.48345804
539,2,1438.79994702,2380.58058906
540,2,1438.80417991,2380.59695292
541,2,1438.82555103,2380.60183501
542,2,1438.82599688,2380.62237787
543,3,1454.86663795,2382.36894584
544,3,1454.88559389,2382.372967
545,3,1454.88696289,2382.53697491
546,3,1454.90664697,2382.55032492
547,3,1454.90729594,2382.67711306
548,1,1423.47739601,2381.73911905
549,1,1423.47896791,2381.74013686
550,1,1423.62658906,2381.78916407
551,1,1423.66229892,2381.79002905
552,1,1423.74444604,2381.81832695
553,2,1438.84829497,2381.81947994
554,2,1438.84871507,2381.86193299
555,2,1438.88318896,2381.86889696
556,1,1423.75319195,2381.96557689
557,1,1423.79949188,2381.98563004
558,3,1454.92614889,2382.99066091
559,3,1454.92880487,2383.00186396
560,3,1454.96105886,2383.03515387
561,3,1454.96167684,2383.05709887
562,3,1454.98498988,2383.11308599
563,1,1423.79979086,2382.15680385
564,1,1423.86420798,2382.16200185
565,1,1423.86486101,2382.22206306
566,2,1438.88624501,2382.23475003
567,2,1438.947927,2382.28240085
568,2,1438.97104597,2382.28525805
569,2,1438.97950101,2382.68216491
570,2,1438.99579597,2382.80440784
571,2,1438.99912286,2382.80503988
572,2,1439.01486397,2382.87750793
573,2,1439.01810694,2382.87831783
574,1,1423.92338586,2382.90788484
575,1,1423.92733288,2382.90840006
576,1,1423.97660494,2382.93158984
577,1,1423.98622584,2382.9318819
578,3,1454.98546791,2383.19397998
579,3,1455.01030898,2383.22651291
580,3,1455.01398396,2383.25899196
581,3,1455.04482794,2383.37669802
582,3,1455.04534602,2383.45215893
583,3,1455.07370996,2384.42472506
584,3,1455.07485104,2384.45612001
585,3,1455.09835005,2384.50441384
586,3,1455.09890604,2384.538059
587,3,1455.12090707,2384.55875301
588,1,1424.04739904,2384.16533399
589,1,1424.05282903,2384.18750691
590,1,1424.07377601,2384.21701503
591,1,1424.07423401,2384.24452305
592,1,1424.09821701,2384.26540303
593,1,1424.09780288,2384.28459907
594,2,1439.07109499,2384.30531287
595,2,1439.07169294,2384.32542396
596,2,1439.23610592,2384.34276199
597,2,1439.23690391,2384.360075
598,2,1439.34640789,2384.37858105
599,3,1455.12156796,2386.25010085
600,3,1455.14010501,2386.25755906
601,3,1455.14411688,2386.30636001
602,3,1455.15988302,2386.30605507
603,3,1455.16347098,2386.3817749
604,1,1424.18748283,2385.62880993
605,1,1424.18810987,2385.66662097
606,1,1424.23264098,2385.74764585
607,1,1424.23333406,2385.81536007
608,1,1424.27611995,2385.88036799
609,2,1439.34691191,2385.92265105
610,2,1439.38923192,2385.94425893
611,2,1439.38983583,2385.95507598
612,2,1439.47138,2385.9813149
613,1,1424.30032706,2385.98787498
614,1,1424.33773685,2386.03961205
615,1,1424.37763,2386.048136
616,1,1424.41109085,2386.10439992
617,1,1424.42838097,2386.10555291
618,2,1439.47175789,2386.15087199
619,2,1439.61072302,2386.15143585
620,2,1439.65939999,2386.18325186
621,2,1439.61103296,2386.18228102
622,2,1439.679353,2386.20514202
623,2,1439.66012597,2386.20544791
624,3,1455.17928696,2386.39633894
625,3,1455.18415403,2386.50015187
626,3,1455.201195,2386.50795984
627,3,1455.20505285,2386.55672383
628,3,1455.24640584,2386.57751083
629,3,1455.26233196,2387.87837887
630,3,1455.27456403,2387.88051701
631,3,1455.29181385,2387.91220093
632,3,1455.32426,2387.91557097
633,3,1455.35496593,2387.94300103
634,1,1424.45536685,2387.62909794
635,1,1424.47648406,2387.64115405
636,1,1424.49525404,2387.66361904
637,1,1424.5108099,2387.67729402
638,2,1439.68213606,2387.71604896
639,2,1439.70179486,2387.73116994
640,2,1439.70232701,2387.77093291
641,2,1439.73316598,2387.77177405
642,2,1439.73361492,2387.79765487
643,2,1439.76452684,2387.7992599
644,2,1439.77977991,2387.837713
645,2,1439.79596305,2387.84074402
646,2,1439.80381989,2387.85500884
647,3,1455.37093091,2389.16798091
648,3,1455.39234591,2389.21009493
649,3,1455.4170959,2389.2221849
650,3,1455.43575501,2389.26391697
651,3,1455.44671702,2389.29778886
652,1,1424.51673388,2388.96234798
653,1,1424.5388,2388.98817492
654,1,1424.54049993,2389.00134397
655,1,1424.58732891,2389.00724792
656,1,1424.58776689,2389.01946497
657,2,1439.81680799,2389.02656484
658,2,1439.82384992,2389.03862286
659,1,1424.61050391,2389.04517794
660,1,1424.61231804,2389.05609488
661,1,1424.63616204,2389.06292105
662,1,1424.63720489,2389.07339191
663,1,1424.69459796,2389.08111405
664,1,1424.69491291,2389.09400487
665,2,1439.85875893,2389.09958601
666,2,1439.85927391,2389.11191893
667,2,1439.88470984,2389.13553905
668,3,1455.45809007,2389.34803891
669,3,1455.46632791,2389.38409495
670,3,1455.47802997,2389.41719389
671,3,1455.48676801,2389.4398489
672,1,1424.71981692,2390.39973593
673,3,1455.5222609,2390.97742701
674,3,1455.52427888,2391.01611805
675,3,1455.55394888,2391.07183504
676,3,1455.55450797,2391.13488984
677,1,1424.71912885,2390.49071884
678,1,1424.74219894,2390.55313206
679,1,1424.74739695,2390.62487292
680,1,1424.80135107,2390.68846583
681,2,1439.88886094,2390.73913002
682,2,1439.90345693,2390.78981996
683,2,1439.90879798,2390.86157799
684,2,1439.92260885,2390.89678097
685,2,1439.92839003,2390.94316888
686,2,1439.94170785,2390.94993806
687,2,1439.94730806,2390.96269894
688,1,1424.8204,2391.18039989
689,1,1424.84206295,2391.22963905
690,1,1424.87139392,2391.25479984
691,3,1455.59164095,2392.68999195
692,3,1455.59338188,2392.71117187
693,3,1455.61610794,2392.72422695
694,3,1455.61696386,2392.76114202
695,1,1424.88947606,2392.35851288
696,1,1424.90169287,2392.42478585
697,1,1424.91626,2392.46623492
698,1,1424.92850089,2392.49812293
699,3,1455.635782,2392.76136088
700,3,1455.64030194,2392.99104285
701,3,1455.65762806,2392.9935379
702,3,1455.65961385,2393.06844687
703,3,1455.68146396,2393.07431698
704,1,1424.93616104,2392.52439284
705,2,1439.96160793,2392.56153202
706,2,1439.97327495,2392.59943604
707,2,1439.98136187,2392.63851905
708,2,1439.99257207,2392.65816903
709,2,1440.00023603,2392.67342401
710,2,1440.01156092,2392.86942506
711,2,1440.01928401,2392.86981201
712,2,1440.03231597,2392.92631984
713,2,1440.04011703,2392.93430996
714,3,1455.68424201,2394.45114994
715,3,1455.70566988,2394.48151898
716,3,1455.71070099,2394.50294805
717,3,1455.72459793,2394.57054591
718,3,1455.72966599,2394.60017395
719,1,1424.94847989,2394.19747806
720,1,1424.95587707,2394.21206784
721,1,1424.96867394,2394.26928306
722,1,1424.98473501,2394.27024293
723,1,1425.04359698,2394.29214191
724,1,1425.068506,2394.29775286
725,1,1425.12034488,2394.32451391
726,1,1425.13309383,2394.32867193
727,1,1425.15659785,2394.3639369
728,1,1425.16457796,2394.38176084
729,2,1440.05117583,2394.39072895
730,2,1440.0603199,2394.400383
731,2,1440.08222294,2394.40930486
732,2,1440.08669686,2394.41871095
733,2,1440.10172296,2394.42785597
734,3,1455.74391198,2394.61794186
735,3,1455.74831295,2394.64462399
736,3,1455.76335287,2394.66835904
737,3,1455.76697683,2394.70805883
738,3,1455.79797602,2394.74402404
739,3,1455.79980683,2395.89109588
740,3,1455.82672596,2395.96401191
741,3,1455.82612085,2395.97868705
742,3,1455.85083485,2395.99580002
743,3,1455.85151386,2396.01715994
744,1,1425.17717195,2395.76430392
745,1,1425.18510103,2395.78758407
746,1,1425.19688606,2395.78842998
747,1,1425.20462394,2395.81795597
748,1,1425.21914792,2395.81833792
749,2,1440.10589695,2395.83896685
750,2,1440.12240386,2395.83989096
751,2,1440.12448406,2395.85866904
752,2,1440.1414659,2395.85934496
753,2,1440.14793801,2395.87683487
754,2,1440.17054892,2395.90065598
755,2,1440.17340088,2395.91350889
756,2,1440.18981886,2395.92437696
757,2,1440.19672298,2395.93480706
758,2,1440.20894003,2395.94364405
759,3,1455.88145995,2397.20749497
760,1,1425.22470403,2397.10476398
761,1,1425.26294494,2397.13770199
762,1,1425.29312396,2397.157233
763,2,1440.21657205,2397.18543386
764,3,1455.88204598,2398.67821193
765,3,1455.91224194,2398.75199103
766,3,1455.91274691,2398.828022
767,3,1456.00707293,2398.86458898
768,3,1456.02687001,2398.94214797
769,1,1425.31251597,2398.25860095
770,1,1425.33131003,2398.31764698
771,1,1425.35150194,2398.33731794
772,2,1440.23234987,2398.35674405
773,2,1440.24907184,2398.36926889
774,2,1440.25094986,2398.40394497
775,1,1425.3657639,2398.42563105
776,1,1425.39125299,2398.4719069
777,1,1425.41990805,2398.48489189
778,1,1425.45014787,2398.55650401
