,CANCELED,DONE,FAILED,NEW,PMGR_ACTIVE,PMGR_ACTIVE_PENDING,PMGR_LAUNCHING,PMGR_LAUNCHING_PENDING,P_LRMS_QUEUING,P_LRMS_RUNNING,P_LRMS_SUBMITTING,P_PMGR_QUEUING,P_PMGR_SCHEDULING,experiment,hid,ncore,nunit,pid,sid
104,1394.98230004,,,4.26069998741,194.749500036,25.3658001423,4.36400008202,4.3626999855,169.383699894,1200.23280001,21.0018000603,0.00130009651184,0.101999998093,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0006
105,1208.23379993,,,4.2946999073,407.870899916,26.5831000805,4.39660000801,4.39610004425,381.287799835,800.362900019,22.1865000725,0.000499963760376,0.101400136948,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0007
106,1411.97230005,,,4.19939994812,212.150099993,26.0922000408,4.29929995537,4.29800009727,186.057899952,1199.82220006,21.7929000854,0.00129985809326,0.0986001491547,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0008
107,1007.26270008,,,4.21110010147,206.773100138,25.8033001423,4.31509995461,4.31380009651,180.969799995,800.489599943,21.4882001877,0.00129985809326,0.102699995041,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0009
108,1209.34839988,,,4.16490006447,208.831799984,27.1800000668,4.26399993896,4.26329994202,181.651799917,1000.51659989,22.9160001278,0.000699996948242,0.0983998775482,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0010
109,1411.97830009,,,4.23710012436,211.54640007,26.3366000652,4.33590006828,4.33529996872,185.209800005,1200.43190002,22.0006999969,0.000600099563599,0.0981998443604,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0011
110,25377.9123001,,,4.25650000572,24577.9973001,25.478399992,4.35660004616,4.35540008545,24552.5189002,799.914999962,21.1217999458,0.00119996070862,0.0989000797272,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0012
111,1372.80970001,,,4.23210000992,372.192800045,25.6962001324,4.33529996872,4.33360004425,346.496599913,1000.61689997,21.3609001637,0.00169992446899,0.101500034332,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0014
112,,1419.29659986,,4.11369991302,387.843699932,26.0994999409,4.21519994736,4.21379995346,361.744199991,1031.45289993,21.8842999935,0.00139999389648,0.100100040436,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0015
113,910.745000124,,,4.23720002174,210.723099947,26.1417000294,4.33940005302,4.33809995651,184.581399918,700.021900177,21.8022999763,0.00130009651184,0.100899934769,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0016
114,1176.70280004,,,4.17149996758,376.253200054,26.1307001114,4.27279996872,4.27150011063,350.122499943,800.449599981,21.8579001427,0.00129985809326,0.100000143051,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0017
115,1132.64649987,,,4.25370001793,332.215099812,27.1673998833,4.35369992256,4.35239982605,305.047699928,800.431400061,22.8136999607,0.00130009651184,0.0986998081207,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0018
116,1131.68910003,,,4.20529985428,331.490399837,24.8217999935,4.30719995499,4.30570006371,306.668599844,800.19870019,20.5146000385,0.00149989128113,0.100400209427,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0019
117,,1538.86919999,,4.43899989128,350.372499943,25.3956999779,4.53979992867,4.53869986534,324.976799965,1188.49670005,20.8559000492,0.00110006332397,0.0996999740601,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0020
118,1412.43610001,,,4.53239989281,211.370500088,25.4751000404,4.63350009918,4.63220000267,185.895400047,1201.06559992,20.8415999413,0.00130009651184,0.0998001098633,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0021
119,,1537.20519996,,4.17289996147,352.674400091,24.4981999397,4.27480006218,4.27310013771,328.176200151,1184.53079987,20.2233998775,0.00169992446899,0.100200176239,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0022
120,,1598.90470004,,4.47429990768,200.90989995,25.6835000515,4.57609987259,4.57539987564,175.226399899,1397.99480009,21.1074001789,0.000699996948242,0.101099967957,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0023
121,1495.59909987,,,4.36379981041,193.54399991,24.4625999928,4.46949982643,4.46809983253,169.081399918,1302.05509996,19.9931001663,0.00139999389648,0.104300022125,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0025
122,1531.21659994,,,5.19470000267,330.765399933,26.268299818,5.29739999771,5.29619979858,304.497100115,1200.45120001,20.9708998203,0.0012001991272,0.101499795914,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0026
123,1183.25600004,,,5.02010011673,383.301500082,26.3449001312,5.1210000515,5.11970019341,356.956599951,799.95449996,21.2239000797,0.00129985809326,0.0996000766754,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0027
124,1153.09820008,,,4.2460000515,352.537100077,25.945800066,4.34470009804,4.34389996529,326.591300011,800.561100006,21.601099968,0.000800132751465,0.0978999137878,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0028
125,1450.76289988,,,4.18109989166,349.892799854,26.5857999325,4.27939987183,4.27869987488,323.306999922,1100.87010002,22.3064000607,0.000699996948242,0.0975999832153,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0029
126,2983.57209992,,,4.33200001717,1783.01380014,20.6384000778,4.43219995499,4.43079996109,1762.37540007,1200.55829978,16.2062001228,0.00139999389648,0.098799943924,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0030
127,1530.89409995,,,4.1373000145,330.207900047,25.7948000431,4.2375998497,4.2361998558,304.413100004,1200.6861999,21.5572001934,0.00139999389648,0.0988998413086,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0031
128,1348.73519993,,,4.14589977264,348.46999979,25.4823999405,4.24669981003,4.24599981308,322.98759985,1000.26520014,21.2357001305,0.000699996948242,0.100100040436,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0032
129,,1661.06629992,,4.85430002213,331.237200022,27.3393998146,4.95449995995,4.95309996605,303.897800207,1329.82909989,22.3848998547,0.00139999389648,0.098799943924,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0033
