,CANCELED,DONE,FAILED,NEW,PMGR_ACTIVE,PMGR_ACTIVE_PENDING,PMGR_LAUNCHING,PMGR_LAUNCHING_PENDING,P_LRMS_QUEUING,P_LRMS_RUNNING,P_LRMS_SUBMITTING,P_PMGR_QUEUING,P_PMGR_SCHEDULING,experiment,hid,ncore,nunit,pid,sid
23,,,,3.03150010109,133527.4156,49.868999958,3.13320016861,3.1319000721,133477.5466,,46.7357997894,0.00130009651184,0.100399971008,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017268.0000
24,87835.1354001,,,4.2623000145,86133.9176002,31.9918999672,4.36179995537,4.36129999161,86101.9257002,1701.2177999,27.6301000118,0.000499963760376,0.0989999771118,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017269.0001
25,1220.50459981,,,5.28269982338,219.302199841,26.7623000145,5.86699986458,5.86559987068,192.539899826,1001.20239997,20.8953001499,0.00139999389648,0.582900047302,exp1,smic003.204.90.41.3,1024,1024,pilot.0000,rp.session.one.mturilli.017239.0014
26,1139.24519992,,,6.04430007935,238.448400021,27.3370001316,6.14660000801,6.1452999115,211.111399889,900.796799898,21.1904001236,0.00130009651184,0.100999832153,exp1,smic161.204.90.41.161,1024,1024,pilot.0000,rp.session.one.mturilli.017239.0017
27,1337.98169994,,,6.08559989929,236.119499922,27.6843998432,6.18569993973,6.18449997902,208.435100079,1101.86220002,21.4986999035,0.00119996070862,0.0989000797272,exp1,smic003.204.90.41.3,1024,1024,pilot.0000,rp.session.one.mturilli.017239.0018
28,,1240.30439997,,6.08710002899,222.701400042,28.3815999031,6.1875,6.18649983406,194.319800138,1017.60299993,22.1940999031,0.00100016593933,0.099399805069,exp1,smic161.204.90.41.161,1024,1024,pilot.0000,rp.session.one.mturilli.017239.0019
29,,1538.96660018,,5.18840003014,205.459000111,26.5896000862,5.74690008163,5.74540019035,178.869400024,1333.50760007,20.8427000046,0.00149989128113,0.557000160217,exp1,smic003.204.90.41.3,1024,1024,pilot.0000,rp.session.one.mturilli.017239.0020
30,,1239.08280015,,5.99790000916,221.026400089,27.1502001286,6.56760001183,6.56600022316,193.876199961,1018.05640006,20.5826001167,0.00159978866577,0.568100214005,exp1,smic003.204.90.41.3,1024,1024,pilot.0000,rp.session.one.mturilli.017239.0021
31,1134.01989985,,,5.16779994965,233.253799915,30.380699873,5.70739984512,5.70659995079,202.873100042,900.76609993,24.6733000278,0.000799894332886,0.538800001144,exp1,smic003.204.90.41.3,1024,1024,pilot.0000,rp.session.one.mturilli.017239.0022
32,636.454300165,,,4.24030017853,135.133100033,25.0184001923,4.34130001068,4.33990001678,110.114699841,501.321200132,20.6771001816,0.00139999389648,0.0995998382568,exp1,smic330.204.90.42.76,16,16,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017261.0004
33,18931.2335,,,4.30080008507,18129.8083999,24.7502000332,4.40109992027,4.39969992638,18105.0581999,801.425100088,20.3491001129,0.00139999389648,0.0988998413086,exp1,smic002.204.90.41.2,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017262.0000
34,,1229.38739991,,4.83399987221,235.367699862,26.3562998772,4.93519997597,4.93429994583,209.011399984,994.01970005,21.4210999012,0.000900030136108,0.100300073624,exp1,smic006.204.90.41.6,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017262.0002
35,1020.02749991,,,4.66890001297,219.224099874,24.6243000031,4.77149987221,4.77059984207,194.599799871,800.80340004,19.8528001308,0.000900030136108,0.101699829102,exp1,smic002.204.90.41.2,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017262.0003
36,1025.64020014,,,4.28730010986,223.968600035,23.8710999489,4.38790011406,4.38630008698,200.097500086,801.671600103,19.4831998348,0.00160002708435,0.0989999771118,exp1,smic002.204.90.41.2,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017262.0004
37,1014.65380001,,,4.15869998932,213.958999872,23.4907999039,4.26049995422,4.25919985771,190.468199968,800.694800138,19.2302999496,0.00130009651184,0.100499868393,exp1,smic108.204.90.41.108,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017262.0005
38,1022.37650013,,,6.16090011597,221.263700008,28.0309000015,6.26209998131,6.2610001564,193.232800007,801.112800121,21.7688000202,0.0010998249054,0.100100040436,exp1,smic064.204.90.41.64,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017262.0006
39,,1226.96420002,,4.25130009651,210.41050005,23.9791998863,4.35380005836,4.35240006447,186.431300163,1016.55369997,19.625399828,0.00139999389648,0.101099967957,exp1,smic129.204.90.41.129,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017262.0007
40,1037.06869984,,,4.16759991646,235.686199903,24.0939998627,4.26929998398,4.26789999008,211.592200041,801.382499933,19.8246998787,0.00139999389648,0.100300073624,exp1,smic071.204.90.41.71,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017262.0008
41,,1227.08459997,,4.2240998745,212.026499987,24.1013998985,4.32760000229,4.32459998131,187.925100088,1015.05809999,19.7737998962,0.00300002098083,0.100500106812,exp1,smic142.204.90.41.142,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017262.0009
42,1215.4144001,,,4.25620007515,214.080800056,24.9691998959,4.35980010033,4.35789990425,189.111600161,1001.33360004,20.6093997955,0.00190019607544,0.101699829102,exp1,smic064.204.90.41.64,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017262.0010
43,4414.27840018,,,4.57450008392,3413.16460013,29.4328000546,4.68150019646,4.68020009995,3383.73180008,1001.11380005,24.7512998581,0.00130009651184,0.105700016022,exp1,smic052.204.90.41.52,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017263.0001
44,,,,2.9865000248,365.29489994,23.5075998306,3.08780002594,3.08659982681,341.78730011,,20.4197998047,0.0012001991272,0.100099802017,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017263.0002
45,1009.88459992,,,4.60189986229,209.071500063,26.4474999905,4.70519995689,4.70399999619,182.624000072,800.813099861,21.7423000336,0.00119996070862,0.102100133896,exp1,smic003.204.90.41.3,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0001
46,993.273499966,,,4.18369984627,192.543900013,24.985699892,4.28589987755,4.28469991684,167.558200121,800.729599953,20.6998000145,0.00119996070862,0.101000070572,exp1,smic024.204.90.41.24,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0002
47,1010.44149995,,,4.27789998055,209.41170001,23.8882000446,4.37929987907,4.37800002098,185.523499966,801.029799938,19.5089001656,0.00129985809326,0.100100040436,exp1,smic187.204.90.41.187,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0003
48,,1418.59110022,,4.24570012093,209.416599989,25.1277999878,4.34890007973,4.34759998322,184.288800001,1209.17450023,20.7788999081,0.00130009651184,0.101899862289,exp1,smic023.204.90.41.23,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0004
49,1209.64159989,,,4.28689980507,208.606999874,24.0014998913,4.38789987564,4.3873000145,184.605499983,1001.03460002,19.6136000156,0.00059986114502,0.100400209427,exp1,smic023.204.90.41.23,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0005
50,1016.77169991,,,4.14899992943,215.214999914,25.2637999058,4.25039982796,4.24889993668,189.951200008,801.556699991,21.0134000778,0.00149989128113,0.0999000072479,exp1,smic003.204.90.41.3,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0006
51,1009.71020007,,,4.57150006294,209.02060008,24.120000124,4.67180013657,4.67050004005,184.900599957,800.689599991,19.4481999874,0.00130009651184,0.0989999771118,exp1,smic024.204.90.41.24,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0007
52,1407.62050009,,,4.2025001049,205.729300022,24.1979000568,4.30410003662,4.30270004272,181.531399965,1201.89120007,19.8938000202,0.00139999389648,0.10019993782,exp1,smic010.204.90.41.10,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0008
53,1013.01300001,,,4.26250004768,211.884500027,26.0385000706,4.36590003967,4.36460018158,185.845999956,801.128499985,21.6726000309,0.00129985809326,0.102100133896,exp1,smic002.204.90.41.2,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0009
54,1208.87110019,,,4.23640012741,208.013900042,24.1322002411,4.33700013161,4.33570027351,183.8816998,1000.85720015,19.7952001095,0.00129985809326,0.0993001461029,exp1,smic003.204.90.41.3,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0010
55,1008.61479998,,,4.21050000191,207.793200016,24.167899847,4.3125,4.3111000061,183.625300169,800.82159996,19.855399847,0.00139999389648,0.100600004196,exp1,smic002.204.90.41.2,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0011
56,1303.55939984,,,4.20069980621,202.509599924,25.3809998035,4.30079984665,4.29989981651,177.128600121,1101.04979992,21.0801999569,0.000900030136108,0.0992000102997,exp1,smic003.204.90.41.3,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0012
57,1007.2895,,,4.13170003891,206.282299995,23.671900034,4.23310017586,4.23170018196,182.610399961,801.007200003,19.4387998581,0.00139999389648,0.100000143051,exp1,smic002.204.90.41.2,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0013
58,1510.0473001,,,4.2392001152,208.129500151,25.6095001698,4.34899997711,4.34759998322,182.519999981,1301.91779995,21.2605001926,0.00139999389648,0.108399868011,exp1,smic003.204.90.41.3,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0014
59,1011.62450004,,,4.19740009308,210.648300171,24.3854999542,4.29789996147,4.29649996758,186.262800217,800.976199865,20.0875999928,0.00139999389648,0.0990998744965,exp1,smic046.204.90.41.46,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0015
60,1509.03239989,,,4.29279994965,207.888599873,24.5278999805,4.39479994774,4.39349985123,183.360699892,1301.14380002,20.1331000328,0.00130009651184,0.100699901581,exp1,smic003.204.90.41.3,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0016
61,1011.94009995,,,4.34630012512,211.10860014,24.8508000374,4.44679999352,4.44539999962,186.257800102,800.831499815,20.4040000439,0.00139999389648,0.0990998744965,exp1,smic016.204.90.41.16,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0017
62,1209.11190009,,,5.21099996567,207.520200014,25.1043000221,5.31240010262,5.31130003929,182.415899992,1001.59170008,19.7918999195,0.00110006332397,0.100300073624,exp1,smic003.204.90.41.3,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0018
63,1007.32080007,,,4.19959998131,206.464999914,23.8531000614,4.30599999428,4.30460000038,182.611899853,800.855800152,19.5471000671,0.00139999389648,0.105000019073,exp1,smic016.204.90.41.16,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0019
64,,1538.36430001,,4.17339992523,206.620499849,24.8199000359,4.27399992943,4.27279996872,181.800599813,1331.74380016,20.5459001064,0.00119996070862,0.0994000434875,exp1,smic003.204.90.41.3,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0020
65,1308.31739998,,,4.40179991722,206.924099922,24.3294000626,4.5041000843,4.50300002098,182.59469986,1101.39330006,19.8252999783,0.00110006332397,0.10120010376,exp1,smic003.204.90.41.3,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0022
66,915.093199968,,,4.09770011902,213.448699951,26.4172000885,4.19720005989,4.19600009918,187.031499863,701.644500017,22.2200000286,0.00119996070862,0.0982999801636,exp1,smic064.204.90.41.64,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0023
67,1312.32179999,,,4.12460017204,210.851200104,26.0951001644,4.22590017319,4.22460007668,184.756099939,1101.47059989,21.8691999912,0.00130009651184,0.0999999046326,exp1,smic003.204.90.41.3,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0024
68,1509.33160019,,,4.13230013847,207.913100004,25.9789001942,4.23250007629,4.2312002182,181.93419981,1301.41850019,21.7464001179,0.00129985809326,0.0989000797272,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0025
69,1308.4229002,,,4.29850006104,207.956600189,25.9902000427,4.4023001194,4.40110015869,181.966400146,1100.46630001,21.5878999233,0.00119996070862,0.102600097656,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0026
70,1005.52069998,,,4.05229997635,205.327300072,24.6969001293,4.15110015869,4.15050005913,180.630399942,800.193399906,20.5457999706,0.000600099563599,0.0982000827789,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0027
71,1310.12260008,,,4.27470016479,209.565000057,25.8159999847,4.37430000305,4.37390017509,183.749000072,1100.55760002,21.4416999817,0.000399827957153,0.0992000102997,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0028
72,,1236.22469997,,4.16950011253,207.626100063,24.3807001114,4.26859998703,4.26800012589,183.245399952,1028.59859991,20.1121001244,0.00059986114502,0.0985000133514,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0029
73,1509.71700001,,,4.17540001869,208.566200018,24.6823000908,4.27460002899,4.27419996262,183.883899927,1301.15079999,20.4077000618,0.000400066375732,0.098799943924,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0030
74,,1238.45570016,,4.2162001133,212.026000023,26.5975999832,4.31650018692,4.31599998474,185.42840004,1026.42970014,22.2810997963,0.000500202178955,0.0997998714447,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0031
75,1207.91489983,,,4.18589997292,207.136600018,23.9222998619,4.31690001488,4.31620001793,183.214300156,1000.77829981,19.605399847,0.000699996948242,0.130300045013,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0032
76,997.32310009,,,4.16669988632,197.770299911,24.6870999336,4.27049994469,4.2688999176,173.083199978,799.552800179,20.4165999889,0.00160002708435,0.102200031281,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0033
77,1294.34260011,,,4.29439997673,193.166500092,24.8289000988,4.39499998093,4.39440011978,168.337599993,1101.17610002,20.4339001179,0.00059986114502,0.100000143051,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0034
78,910.578500032,,,4.11350011826,210.402100086,26.1800000668,4.21359992027,4.21309995651,184.222100019,700.176399946,21.9664001465,0.000499963760376,0.0995998382568,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0035
79,1510.47580004,,,4.0803000927,209.522000074,24.4823000431,4.17840003967,4.17790007591,185.039700031,1300.95379996,20.3039000034,0.000499963760376,0.0975999832153,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0036
80,,1417.59809995,,4.16980004311,197.588699818,25.4725999832,4.26999998093,4.26939988136,172.116099834,1220.00940013,21.2026000023,0.000600099563599,0.0995998382568,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0037
81,1212.00489998,,,4.17949986458,211.721099854,26.1247999668,4.2797999382,4.27939987183,185.596299887,1000.28380013,21.8450000286,0.000400066375732,0.0999000072479,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0038
82,1399.49709988,,,4.27409982681,198.518999815,24.5755999088,4.3736000061,4.37319993973,173.943399906,1200.97810006,20.2019999027,0.000400066375732,0.099100112915,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0039
83,1012.40919995,,,4.35820007324,211.981800079,24.9474999905,4.45780014992,4.45729994774,187.034300089,800.427399874,20.4896998405,0.000500202178955,0.0990998744965,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0040
84,1411.31560016,,,4.25530028343,210.670600176,25.139300108,4.36640024185,4.36580014229,185.531300068,1200.64499998,20.7728998661,0.000600099563599,0.110499858856,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0041
85,912.54369998,,,4.40820002556,211.881999969,25.1088998318,4.50919985771,4.50849986076,186.773100138,700.66170001,20.5996999741,0.000699996948242,0.100299835205,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0042
86,,1718.97979999,,4.21889996529,198.227799892,26.4200999737,4.32279992104,4.32239985466,171.807699919,1520.75200009,22.0973000526,0.000400066375732,0.103499889374,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0043
87,1212.7184,,,6.24480009079,211.156300068,27.8739001751,6.34610009193,6.34560012817,183.282399893,1001.56209993,21.5278000832,0.000499963760376,0.100800037384,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0044
88,1311.3592,,,4.23860001564,210.417000055,25.1837000847,4.33870005608,4.33820009232,185.233299971,1100.94219995,20.8450000286,0.000499963760376,0.0996000766754,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0045
89,,,,2.95700001717,194.969399929,23.3924999237,3.05579996109,3.05540013313,171.576900005,,20.3366999626,0.000399827957153,0.0984001159668,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017265.0046
90,1002.60169983,,,4.33739995956,202.207399845,24.8824000359,4.43789982796,4.43719983101,177.324999809,800.394299984,20.4445002079,0.000699996948242,0.0997998714447,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017266.0005
91,,1229.34179997,,4.20399999619,210.809299946,26.4927999973,4.30940008163,4.30820012093,184.316499949,1018.53250003,22.1833999157,0.00119996070862,0.104200124741,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017266.0008
92,1315.61339998,,,4.4156999588,214.528300047,27.0873000622,4.51850008965,4.51710009575,187.440999985,1101.08509994,22.5687999725,0.00139999389648,0.101400136948,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017266.0009
93,,1228.68499994,,4.33249998093,212.767800093,25.91320014,4.43549990654,4.43429994583,186.854599953,1015.91719985,21.4777002335,0.00119996070862,0.101799964905,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017266.0010
94,1011.84389997,,,4.23350000381,212.206700087,24.9535999298,4.33319997787,4.33189988136,187.253100157,799.637199879,20.6203999519,0.00130009651184,0.0983998775482,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017266.0011
95,,1227.86660004,,4.21560001373,209.558200121,25.1639001369,4.31529998779,4.31410002708,184.394299984,1018.30839992,20.8486001492,0.00119996070862,0.0985000133514,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017266.0012
96,1010.64910007,,,4.26430010796,210.456700087,24.9141001701,4.36590003967,4.36470007896,185.542599916,800.192399979,20.5482001305,0.00119996070862,0.100399971008,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017266.0013
97,1013.71939993,,,4.50219988823,212.977799892,25.5687999725,4.60209989548,4.60089993477,187.40899992,800.741600037,20.9667000771,0.00119996070862,0.0987000465393,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017266.0014
98,,1239.64059997,,4.2906999588,212.966700077,26.929199934,4.39330005646,4.39199995995,186.037500143,1026.67389989,22.5358998775,0.00130009651184,0.101300001144,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0000
99,990.035599947,,,4.30110001564,189.521899939,25.1654999256,4.40199995041,4.40149998665,164.356400013,800.513700008,20.7634999752,0.000499963760376,0.100399971008,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0001
100,1003.34750009,,,4.24450016022,203.335900068,25.6366000175,4.34619998932,4.34500002861,177.699300051,800.011600018,21.2904000282,0.00119996070862,0.100499868393,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0002
101,1112.97710013,,,4.24419999123,211.619300127,25.5250999928,4.35109996796,4.34969997406,186.094200134,901.357800007,21.1740000248,0.00139999389648,0.105499982834,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0003
102,998.931400061,,,4.2134001255,199.21690011,27.1092000008,4.31370019913,4.31300020218,172.107700109,799.71449995,22.7954998016,0.000699996948242,0.0996000766754,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0004
103,1207.58799982,,,4.29419994354,207.367199898,25.7560999393,4.3938999176,4.39249992371,181.611099958,1000.22079992,21.3622000217,0.00139999389648,0.0982999801636,exp1,,1024,1024,pilot.0000,rp.session.Ubuntu-1604-xenial-64-minimal.mingtha.017267.0005
