,P_LRMS_QUEUING,P_LRMS_RUNNING,P_LRMS_SUBMITTING,P_PMGR_QUEUING,P_PMGR_SCHEDULING,experiment,hid,pid,sid
95,359.632600069,7674.46679997,29.5483999252,0.00279998779297,0.100600004196,exp10,fnal.gov,pilot.0015,rp.session.radical.mturilli.017134.0004
96,290.04189992,4498.19640017,28.8564999104,0.00300002098083,0.11109995842,exp10,mwt2.org,pilot.0000,rp.session.radical.mturilli.017134.0005
97,304.924700022,4483.31360006,28.8564999104,0.00300002098083,0.11109995842,exp10,campuscluster.illinois.edu,pilot.0001,rp.session.radical.mturilli.017134.0005
98,258.394599915,4529.84370017,28.8564999104,0.00300002098083,0.11109995842,exp10,campuscluster.illinois.edu,pilot.0002,rp.session.radical.mturilli.017134.0005
99,270.192500114,4518.04579997,28.8564999104,0.00300002098083,0.11109995842,exp10,campuscluster.illinois.edu,pilot.0003,rp.session.radical.mturilli.017134.0005
100,321.220000029,4467.01830006,28.8564999104,0.00300002098083,0.11109995842,exp10,campuscluster.illinois.edu,pilot.0004,rp.session.radical.mturilli.017134.0005
101,317.629899979,4470.60840011,28.8564999104,0.00300002098083,0.11109995842,exp10,panther.net,pilot.0005,rp.session.radical.mturilli.017134.0005
102,,,28.8564999104,0.00300002098083,0.11109995842,exp10,xd-login.opensciencegrid.org,pilot.0006,rp.session.radical.mturilli.017134.0005
103,363.931600094,4424.30669999,28.8564999104,0.00300002098083,0.11109995842,exp10,phys.uconn.edu,pilot.0007,rp.session.radical.mturilli.017134.0005
104,333.74000001,4454.49830008,28.8564999104,0.00300002098083,0.11109995842,exp10,phys.uconn.edu,pilot.0008,rp.session.radical.mturilli.017134.0005
105,324.659399986,4463.5789001,28.8564999104,0.00300002098083,0.11109995842,exp10,phys.uconn.edu,pilot.0009,rp.session.radical.mturilli.017134.0005
106,324.458699942,4463.77960014,28.8564999104,0.00300002098083,0.11109995842,exp10,phys.uconn.edu,pilot.0010,rp.session.radical.mturilli.017134.0005
107,253.560199976,4534.67810011,28.8564999104,0.00300002098083,0.11109995842,exp10,local,pilot.0011,rp.session.radical.mturilli.017134.0005
108,253.655699968,4534.58260012,28.8564999104,0.00300002098083,0.11109995842,exp10,local,pilot.0012,rp.session.radical.mturilli.017134.0005
109,253.469799995,4534.76850009,28.8564999104,0.00300002098083,0.11109995842,exp10,local,pilot.0013,rp.session.radical.mturilli.017134.0005
110,247.650500059,4540.58780003,28.8564999104,0.00300002098083,0.11109995842,exp10,local,pilot.0014,rp.session.radical.mturilli.017134.0005
111,353.735599995,4434.50270009,28.8564999104,0.00300002098083,0.11109995842,exp10,phys.uconn.edu,pilot.0015,rp.session.radical.mturilli.017134.0005
112,278.709500074,2318.51230001,29.195499897,0.00309991836548,0.0972001552582,exp10,mwt2.org,pilot.0000,rp.session.radical.mturilli.017134.0006
113,265.534900188,2331.6868999,29.195499897,0.00309991836548,0.0972001552582,exp10,mwt2.org,pilot.0001,rp.session.radical.mturilli.017134.0006
114,273.893200159,2323.32859993,29.195499897,0.00309991836548,0.0972001552582,exp10,mwt2.org,pilot.0002,rp.session.radical.mturilli.017134.0006
115,273.623800039,2323.59800005,29.195499897,0.00309991836548,0.0972001552582,exp10,mwt2.org,pilot.0003,rp.session.radical.mturilli.017134.0006
116,272.750499964,2324.47130013,29.195499897,0.00309991836548,0.0972001552582,exp10,mwt2.org,pilot.0004,rp.session.radical.mturilli.017134.0006
117,218.65530014,2378.56649995,29.195499897,0.00309991836548,0.0972001552582,exp10,mwt2.org,pilot.0005,rp.session.radical.mturilli.017134.0006
118,263.049299955,2334.17250013,29.195499897,0.00309991836548,0.0972001552582,exp10,mwt2.org,pilot.0006,rp.session.radical.mturilli.017134.0006
119,261.992200136,2335.22959995,29.195499897,0.00309991836548,0.0972001552582,exp10,campuscluster.illinois.edu,pilot.0007,rp.session.radical.mturilli.017134.0006
120,281.333899975,2315.88790011,29.195499897,0.00309991836548,0.0972001552582,exp10,campuscluster.illinois.edu,pilot.0008,rp.session.radical.mturilli.017134.0006
121,281.3598001,2315.86199999,29.195499897,0.00309991836548,0.0972001552582,exp10,campuscluster.illinois.edu,pilot.0009,rp.session.radical.mturilli.017134.0006
122,,,29.195499897,0.00309991836548,0.0972001552582,exp10,xd-login.opensciencegrid.org,pilot.0010,rp.session.radical.mturilli.017134.0006
123,,,29.195499897,0.00309991836548,0.0972001552582,exp10,xd-login.opensciencegrid.org,pilot.0011,rp.session.radical.mturilli.017134.0006
124,228.559000015,2368.66280007,29.195499897,0.00309991836548,0.0972001552582,exp10,local,pilot.0012,rp.session.radical.mturilli.017134.0006
125,224.84829998,2372.37350011,29.195499897,0.00309991836548,0.0972001552582,exp10,local,pilot.0013,rp.session.radical.mturilli.017134.0006
126,232.7421,2364.47970009,29.195499897,0.00309991836548,0.0972001552582,exp10,local,pilot.0014,rp.session.radical.mturilli.017134.0006
127,244.702100039,2352.51970005,29.195499897,0.00309991836548,0.0972001552582,exp10,phys.uconn.edu,pilot.0015,rp.session.radical.mturilli.017134.0006
128,346.388100147,12126.6970999,28.366699934,0.00300002098083,0.0978000164032,exp10,hep.wisc.edu,pilot.0000,rp.session.radical.mturilli.017134.0007
129,297.063899994,12176.0213001,28.366699934,0.00300002098083,0.0978000164032,exp10,iu.edu,pilot.0001,rp.session.radical.mturilli.017134.0007
130,,,28.366699934,0.00300002098083,0.0978000164032,exp10,mwt2.org,pilot.0002,rp.session.radical.mturilli.017134.0007
131,309.123500109,11911.0448999,28.366699934,0.00300002098083,0.0978000164032,exp10,xd-login.opensciencegrid.org,pilot.0003,rp.session.radical.mturilli.017134.0007
132,323.292300224,12149.7928998,28.366699934,0.00300002098083,0.0978000164032,exp10,mwt2.org,pilot.0004,rp.session.radical.mturilli.017134.0007
133,322.840600014,12150.2446001,28.366699934,0.00300002098083,0.0978000164032,exp10,mwt2.org,pilot.0005,rp.session.radical.mturilli.017134.0007
134,321.60010004,12151.4851,28.366699934,0.00300002098083,0.0978000164032,exp10,campuscluster.illinois.edu,pilot.0006,rp.session.radical.mturilli.017134.0007
135,406.5552001,12066.53,28.366699934,0.00300002098083,0.0978000164032,exp10,campuscluster.illinois.edu,pilot.0007,rp.session.radical.mturilli.017134.0007
136,416.196600199,12056.8885999,28.366699934,0.00300002098083,0.0978000164032,exp10,campuscluster.illinois.edu,pilot.0008,rp.session.radical.mturilli.017134.0007
137,249.764900208,12223.3202999,28.366699934,0.00300002098083,0.0978000164032,exp10,mwt2.org,pilot.0009,rp.session.radical.mturilli.017134.0007
138,250.224000216,12222.8611999,28.366699934,0.00300002098083,0.0978000164032,exp10,mwt2.org,pilot.0010,rp.session.radical.mturilli.017134.0007
139,508.040300131,11965.0448999,28.366699934,0.00300002098083,0.0978000164032,exp10,mwt2.org,pilot.0011,rp.session.radical.mturilli.017134.0007
140,315.243499994,12157.8417001,28.366699934,0.00300002098083,0.0978000164032,exp10,mwt2.org,pilot.0012,rp.session.radical.mturilli.017134.0007
141,275.15440011,12197.9308,28.366699934,0.00300002098083,0.0978000164032,exp10,fnal.gov,pilot.0013,rp.session.radical.mturilli.017134.0007
142,267.21750021,12205.8676999,28.366699934,0.00300002098083,0.0978000164032,exp10,campuscluster.illinois.edu,pilot.0014,rp.session.radical.mturilli.017134.0007
143,334.629100084,12138.4561,28.366699934,0.00300002098083,0.0978000164032,exp10,campuscluster.illinois.edu,pilot.0015,rp.session.radical.mturilli.017134.0007
144,,,29.5561001301,0.00279998779297,0.0995998382568,exp10,mwt2.org,pilot.0000,rp.session.radical.mturilli.017135.0000
145,329.980399847,8919.15560007,29.5561001301,0.00279998779297,0.0995998382568,exp10,campuscluster.illinois.edu,pilot.0001,rp.session.radical.mturilli.017135.0000
146,338.635900021,4476.81270003,29.5561001301,0.00279998779297,0.0995998382568,exp10,xd-login.opensciencegrid.org,pilot.0002,rp.session.radical.mturilli.017135.0000
147,304.756799936,8944.37919998,29.5561001301,0.00279998779297,0.0995998382568,exp10,campuscluster.illinois.edu,pilot.0003,rp.session.radical.mturilli.017135.0000
148,313.441599846,8935.69440007,29.5561001301,0.00279998779297,0.0995998382568,exp10,mwt2.org,pilot.0004,rp.session.radical.mturilli.017135.0000
149,328.838899851,3582.42630005,29.5561001301,0.00279998779297,0.0995998382568,exp10,xd-login.opensciencegrid.org,pilot.0005,rp.session.radical.mturilli.017135.0000
150,,,29.5561001301,0.00279998779297,0.0995998382568,exp10,mwt2.org,pilot.0006,rp.session.radical.mturilli.017135.0000
151,334.342499971,8914.79349995,29.5561001301,0.00279998779297,0.0995998382568,exp10,mwt2.org,pilot.0007,rp.session.radical.mturilli.017135.0000
152,305.743000031,8943.39299989,29.5561001301,0.00279998779297,0.0995998382568,exp10,mwt2.org,pilot.0008,rp.session.radical.mturilli.017135.0000
153,329.551699877,8919.58430004,29.5561001301,0.00279998779297,0.0995998382568,exp10,campuscluster.illinois.edu,pilot.0009,rp.session.radical.mturilli.017135.0000
154,334.302399874,8914.83360004,29.5561001301,0.00279998779297,0.0995998382568,exp10,campuscluster.illinois.edu,pilot.0010,rp.session.radical.mturilli.017135.0000
155,279.916100025,8969.21989989,29.5561001301,0.00279998779297,0.0995998382568,exp10,local,pilot.0011,rp.session.radical.mturilli.017135.0000
156,372.149399996,8876.98659992,29.5561001301,0.00279998779297,0.0995998382568,exp10,phys.uconn.edu,pilot.0012,rp.session.radical.mturilli.017135.0000
157,358.305599928,8890.83039999,29.5561001301,0.00279998779297,0.0995998382568,exp10,phys.uconn.edu,pilot.0013,rp.session.radical.mturilli.017135.0000
158,383.237400055,8865.89859986,29.5561001301,0.00279998779297,0.0995998382568,exp10,phys.uconn.edu,pilot.0014,rp.session.radical.mturilli.017135.0000
159,,,29.5561001301,0.00279998779297,0.0995998382568,exp10,fnal.gov,pilot.0015,rp.session.radical.mturilli.017135.0000
160,186.443400145,1917.47049999,29.5873000622,0.00229978561401,0.0968000888824,exp10,mwt2.org,pilot.0000,rp.session.radical.mturilli.017135.0001
161,172.245399952,1931.66850019,29.5873000622,0.00229978561401,0.0968000888824,exp10,mwt2.org,pilot.0001,rp.session.radical.mturilli.017135.0001
162,249.137700081,1854.77620006,29.5873000622,0.00229978561401,0.0968000888824,exp10,mwt2.org,pilot.0002,rp.session.radical.mturilli.017135.0001
163,223.082299948,1880.83160019,29.5873000622,0.00229978561401,0.0968000888824,exp10,mwt2.org,pilot.0003,rp.session.radical.mturilli.017135.0001
164,285.107800007,1818.80610013,29.5873000622,0.00229978561401,0.0968000888824,exp10,phys.uconn.edu,pilot.0004,rp.session.radical.mturilli.017135.0001
165,238.844000101,1865.06990004,29.5873000622,0.00229978561401,0.0968000888824,exp10,fnal.gov,pilot.0005,rp.session.radical.mturilli.017135.0001
166,,,29.5873000622,0.00229978561401,0.0968000888824,exp10,xd-login.opensciencegrid.org,pilot.0006,rp.session.radical.mturilli.017135.0001
167,,,29.5873000622,0.00229978561401,0.0968000888824,exp10,xd-login.opensciencegrid.org,pilot.0007,rp.session.radical.mturilli.017135.0001
168,,,29.5873000622,0.00229978561401,0.0968000888824,exp10,xd-login.opensciencegrid.org,pilot.0008,rp.session.radical.mturilli.017135.0001
169,,,29.5873000622,0.00229978561401,0.0968000888824,exp10,xd-login.opensciencegrid.org,pilot.0009,rp.session.radical.mturilli.017135.0001
170,,,29.5873000622,0.00229978561401,0.0968000888824,exp10,xd-login.opensciencegrid.org,pilot.0010,rp.session.radical.mturilli.017135.0001
171,526.261800051,1577.65210009,29.5873000622,0.00229978561401,0.0968000888824,exp10,mwt2.org,pilot.0011,rp.session.radical.mturilli.017135.0001
172,233.844799995,1870.06910014,29.5873000622,0.00229978561401,0.0968000888824,exp10,CRUSH.OSG,pilot.0012,rp.session.radical.mturilli.017135.0001
173,224.301399946,1879.61250019,29.5873000622,0.00229978561401,0.0968000888824,exp10,CRUSH.OSG,pilot.0013,rp.session.radical.mturilli.017135.0001
174,231.087000132,1872.82690001,29.5873000622,0.00229978561401,0.0968000888824,exp10,CRUSH.OSG,pilot.0014,rp.session.radical.mturilli.017135.0001
175,220.883200169,1883.03069997,29.5873000622,0.00229978561401,0.0968000888824,exp10,CRUSH.OSG,pilot.0015,rp.session.radical.mturilli.017135.0001
176,,,28.8885998726,0.0025999546051,0.0970001220703,exp10,xd-login.opensciencegrid.org,pilot.0000,rp.session.radical.mturilli.017135.0002
177,306.679200172,3189.09379983,28.8885998726,0.0025999546051,0.0970001220703,exp10,iu.edu,pilot.0001,rp.session.radical.mturilli.017135.0002
178,191.529700041,3304.24329996,28.8885998726,0.0025999546051,0.0970001220703,exp10,mwt2.org,pilot.0002,rp.session.radical.mturilli.017135.0002
179,136.432500124,3359.34049988,28.8885998726,0.0025999546051,0.0970001220703,exp10,mwt2.org,pilot.0003,rp.session.radical.mturilli.017135.0002
180,159.980600119,3335.79239988,28.8885998726,0.0025999546051,0.0970001220703,exp10,mwt2.org,pilot.0004,rp.session.radical.mturilli.017135.0002
181,191.000800133,3304.77219987,28.8885998726,0.0025999546051,0.0970001220703,exp10,mwt2.org,pilot.0005,rp.session.radical.mturilli.017135.0002
182,151.115200043,3344.65779996,28.8885998726,0.0025999546051,0.0970001220703,exp10,mwt2.org,pilot.0006,rp.session.radical.mturilli.017135.0002
