,P_LRMS_QUEUING,P_LRMS_RUNNING,P_LRMS_SUBMITTING,P_PMGR_QUEUING,P_PMGR_SCHEDULING,experiment,hid,pid,sid
4929,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0257,rp.session.radical.mturilli.017108.0000
4930,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0258,rp.session.radical.mturilli.017108.0000
4931,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0259,rp.session.radical.mturilli.017108.0000
4932,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0260,rp.session.radical.mturilli.017108.0000
4933,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0261,rp.session.radical.mturilli.017108.0000
4934,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0262,rp.session.radical.mturilli.017108.0000
4935,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0263,rp.session.radical.mturilli.017108.0000
4936,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0264,rp.session.radical.mturilli.017108.0000
4937,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0265,rp.session.radical.mturilli.017108.0000
4938,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0266,rp.session.radical.mturilli.017108.0000
4939,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0267,rp.session.radical.mturilli.017108.0000
4940,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0268,rp.session.radical.mturilli.017108.0000
4941,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0269,rp.session.radical.mturilli.017108.0000
4942,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0270,rp.session.radical.mturilli.017108.0000
4943,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0271,rp.session.radical.mturilli.017108.0000
4944,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0272,rp.session.radical.mturilli.017108.0000
4945,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0273,rp.session.radical.mturilli.017108.0000
4946,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0274,rp.session.radical.mturilli.017108.0000
4947,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0275,rp.session.radical.mturilli.017108.0000
4948,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0276,rp.session.radical.mturilli.017108.0000
4949,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0277,rp.session.radical.mturilli.017108.0000
4950,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0278,rp.session.radical.mturilli.017108.0000
4951,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0279,rp.session.radical.mturilli.017108.0000
4952,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0280,rp.session.radical.mturilli.017108.0000
4953,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0281,rp.session.radical.mturilli.017108.0000
4954,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0282,rp.session.radical.mturilli.017108.0000
4955,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0283,rp.session.radical.mturilli.017108.0000
4956,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0284,rp.session.radical.mturilli.017108.0000
4957,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0285,rp.session.radical.mturilli.017108.0000
4958,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0286,rp.session.radical.mturilli.017108.0000
4959,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0287,rp.session.radical.mturilli.017108.0000
4960,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0288,rp.session.radical.mturilli.017108.0000
4961,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0289,rp.session.radical.mturilli.017108.0000
4962,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0290,rp.session.radical.mturilli.017108.0000
4963,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0291,rp.session.radical.mturilli.017108.0000
4964,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0292,rp.session.radical.mturilli.017108.0000
4965,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0293,rp.session.radical.mturilli.017108.0000
4966,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0294,rp.session.radical.mturilli.017108.0000
4967,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0295,rp.session.radical.mturilli.017108.0000
4968,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0296,rp.session.radical.mturilli.017108.0000
4969,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0297,rp.session.radical.mturilli.017108.0000
4970,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0298,rp.session.radical.mturilli.017108.0000
4971,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0299,rp.session.radical.mturilli.017108.0000
4972,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0300,rp.session.radical.mturilli.017108.0000
4973,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0301,rp.session.radical.mturilli.017108.0000
4974,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0302,rp.session.radical.mturilli.017108.0000
4975,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0303,rp.session.radical.mturilli.017108.0000
4976,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0304,rp.session.radical.mturilli.017108.0000
4977,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0305,rp.session.radical.mturilli.017108.0000
4978,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0306,rp.session.radical.mturilli.017108.0000
4979,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0307,rp.session.radical.mturilli.017108.0000
4980,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0308,rp.session.radical.mturilli.017108.0000
4981,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0309,rp.session.radical.mturilli.017108.0000
4982,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0310,rp.session.radical.mturilli.017108.0000
4983,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0311,rp.session.radical.mturilli.017108.0000
4984,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0312,rp.session.radical.mturilli.017108.0000
4985,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0313,rp.session.radical.mturilli.017108.0000
4986,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0314,rp.session.radical.mturilli.017108.0000
4987,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0315,rp.session.radical.mturilli.017108.0000
4988,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0316,rp.session.radical.mturilli.017108.0000
4989,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0317,rp.session.radical.mturilli.017108.0000
4990,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0318,rp.session.radical.mturilli.017108.0000
4991,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0319,rp.session.radical.mturilli.017108.0000
4992,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0320,rp.session.radical.mturilli.017108.0000
4993,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0321,rp.session.radical.mturilli.017108.0000
4994,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0322,rp.session.radical.mturilli.017108.0000
4995,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0323,rp.session.radical.mturilli.017108.0000
4996,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0324,rp.session.radical.mturilli.017108.0000
4997,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0325,rp.session.radical.mturilli.017108.0000
4998,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0326,rp.session.radical.mturilli.017108.0000
4999,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0327,rp.session.radical.mturilli.017108.0000
5000,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0328,rp.session.radical.mturilli.017108.0000
5001,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0329,rp.session.radical.mturilli.017108.0000
5002,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0330,rp.session.radical.mturilli.017108.0000
5003,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0331,rp.session.radical.mturilli.017108.0000
5004,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0332,rp.session.radical.mturilli.017108.0000
5005,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0333,rp.session.radical.mturilli.017108.0000
5006,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0334,rp.session.radical.mturilli.017108.0000
5007,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0335,rp.session.radical.mturilli.017108.0000
5008,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0336,rp.session.radical.mturilli.017108.0000
5009,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0337,rp.session.radical.mturilli.017108.0000
5010,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0338,rp.session.radical.mturilli.017108.0000
5011,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0339,rp.session.radical.mturilli.017108.0000
5012,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0340,rp.session.radical.mturilli.017108.0000
5013,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0341,rp.session.radical.mturilli.017108.0000
5014,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0342,rp.session.radical.mturilli.017108.0000
5015,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0343,rp.session.radical.mturilli.017108.0000
5016,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0344,rp.session.radical.mturilli.017108.0000
5017,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0345,rp.session.radical.mturilli.017108.0000
5018,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0346,rp.session.radical.mturilli.017108.0000
5019,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0347,rp.session.radical.mturilli.017108.0000
5020,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0348,rp.session.radical.mturilli.017108.0000
5021,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0349,rp.session.radical.mturilli.017108.0000
5022,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0350,rp.session.radical.mturilli.017108.0000
5023,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0351,rp.session.radical.mturilli.017108.0000
5024,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0352,rp.session.radical.mturilli.017108.0000
5025,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0353,rp.session.radical.mturilli.017108.0000
5026,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0354,rp.session.radical.mturilli.017108.0000
5027,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0355,rp.session.radical.mturilli.017108.0000
5028,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0356,rp.session.radical.mturilli.017108.0000
5029,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0357,rp.session.radical.mturilli.017108.0000
5030,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0358,rp.session.radical.mturilli.017108.0000
5031,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0359,rp.session.radical.mturilli.017108.0000
5032,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0360,rp.session.radical.mturilli.017108.0000
5033,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0361,rp.session.radical.mturilli.017108.0000
5034,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0362,rp.session.radical.mturilli.017108.0000
5035,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0363,rp.session.radical.mturilli.017108.0000
5036,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0364,rp.session.radical.mturilli.017108.0000
5037,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0365,rp.session.radical.mturilli.017108.0000
5038,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0366,rp.session.radical.mturilli.017108.0000
5039,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0367,rp.session.radical.mturilli.017108.0000
5040,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0368,rp.session.radical.mturilli.017108.0000
5041,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0369,rp.session.radical.mturilli.017108.0000
5042,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0370,rp.session.radical.mturilli.017108.0000
5043,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0371,rp.session.radical.mturilli.017108.0000
5044,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0372,rp.session.radical.mturilli.017108.0000
5045,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0373,rp.session.radical.mturilli.017108.0000
5046,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0374,rp.session.radical.mturilli.017108.0000
5047,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0375,rp.session.radical.mturilli.017108.0000
5048,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0376,rp.session.radical.mturilli.017108.0000
5049,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0377,rp.session.radical.mturilli.017108.0000
5050,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0378,rp.session.radical.mturilli.017108.0000
5051,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0379,rp.session.radical.mturilli.017108.0000
5052,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0380,rp.session.radical.mturilli.017108.0000
5053,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0381,rp.session.radical.mturilli.017108.0000
5054,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0382,rp.session.radical.mturilli.017108.0000
5055,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0383,rp.session.radical.mturilli.017108.0000
5056,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0384,rp.session.radical.mturilli.017108.0000
5057,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0385,rp.session.radical.mturilli.017108.0000
5058,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0386,rp.session.radical.mturilli.017108.0000
5059,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0387,rp.session.radical.mturilli.017108.0000
5060,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0388,rp.session.radical.mturilli.017108.0000
5061,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0389,rp.session.radical.mturilli.017108.0000
5062,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0390,rp.session.radical.mturilli.017108.0000
5063,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0391,rp.session.radical.mturilli.017108.0000
5064,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0392,rp.session.radical.mturilli.017108.0000
5065,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0393,rp.session.radical.mturilli.017108.0000
5066,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0394,rp.session.radical.mturilli.017108.0000
5067,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0395,rp.session.radical.mturilli.017108.0000
5068,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0396,rp.session.radical.mturilli.017108.0000
5069,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0397,rp.session.radical.mturilli.017108.0000
5070,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0398,rp.session.radical.mturilli.017108.0000
5071,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0399,rp.session.radical.mturilli.017108.0000
5072,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0400,rp.session.radical.mturilli.017108.0000
5073,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0401,rp.session.radical.mturilli.017108.0000
5074,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0402,rp.session.radical.mturilli.017108.0000
5075,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0403,rp.session.radical.mturilli.017108.0000
5076,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0404,rp.session.radical.mturilli.017108.0000
5077,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0405,rp.session.radical.mturilli.017108.0000
5078,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0406,rp.session.radical.mturilli.017108.0000
5079,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0407,rp.session.radical.mturilli.017108.0000
5080,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0408,rp.session.radical.mturilli.017108.0000
5081,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0409,rp.session.radical.mturilli.017108.0000
5082,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0410,rp.session.radical.mturilli.017108.0000
5083,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0411,rp.session.radical.mturilli.017108.0000
5084,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0412,rp.session.radical.mturilli.017108.0000
5085,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0413,rp.session.radical.mturilli.017108.0000
5086,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0414,rp.session.radical.mturilli.017108.0000
5087,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0415,rp.session.radical.mturilli.017108.0000
5088,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0416,rp.session.radical.mturilli.017108.0000
5089,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0417,rp.session.radical.mturilli.017108.0000
5090,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0418,rp.session.radical.mturilli.017108.0000
5091,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0419,rp.session.radical.mturilli.017108.0000
5092,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0420,rp.session.radical.mturilli.017108.0000
5093,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0421,rp.session.radical.mturilli.017108.0000
5094,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0422,rp.session.radical.mturilli.017108.0000
5095,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0423,rp.session.radical.mturilli.017108.0000
5096,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0424,rp.session.radical.mturilli.017108.0000
5097,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0425,rp.session.radical.mturilli.017108.0000
5098,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0426,rp.session.radical.mturilli.017108.0000
5099,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0427,rp.session.radical.mturilli.017108.0000
5100,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0428,rp.session.radical.mturilli.017108.0000
5101,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0429,rp.session.radical.mturilli.017108.0000
5102,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0430,rp.session.radical.mturilli.017108.0000
5103,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0431,rp.session.radical.mturilli.017108.0000
5104,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0432,rp.session.radical.mturilli.017108.0000
5105,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0433,rp.session.radical.mturilli.017108.0000
5106,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0434,rp.session.radical.mturilli.017108.0000
5107,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0435,rp.session.radical.mturilli.017108.0000
5108,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0436,rp.session.radical.mturilli.017108.0000
5109,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0437,rp.session.radical.mturilli.017108.0000
5110,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0438,rp.session.radical.mturilli.017108.0000
5111,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0439,rp.session.radical.mturilli.017108.0000
5112,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0440,rp.session.radical.mturilli.017108.0000
5113,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0441,rp.session.radical.mturilli.017108.0000
5114,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0442,rp.session.radical.mturilli.017108.0000
5115,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0443,rp.session.radical.mturilli.017108.0000
5116,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0444,rp.session.radical.mturilli.017108.0000
5117,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0445,rp.session.radical.mturilli.017108.0000
5118,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0446,rp.session.radical.mturilli.017108.0000
5119,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0447,rp.session.radical.mturilli.017108.0000
5120,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0448,rp.session.radical.mturilli.017108.0000
5121,,,204.147400141,0.0638999938965,0.591899871826,exp7,xd-login.opensciencegrid.org,pilot.0449,rp.session.radical.mturilli.017108.0000
5122,358.307999849,3663.37610006,204.147400141,0.0638999938965,0.591899871826,exp7,fnal.gov,pilot.0450,rp.session.radical.mturilli.017108.0000
5123,392.116799831,3629.56730008,204.147400141,0.0638999938965,0.591899871826,exp7,fnal.gov,pilot.0451,rp.session.radical.mturilli.017108.0000
