,NEW,P_LRMS_QUEUING,P_LRMS_RUNNING,P_LRMS_SUBMITTING,P_PMGR_QUEUING,P_PMGR_SCHEDULING,TTC,U_AGENT_EXECUTING,U_AGENT_QUEUING,U_AGENT_QUEUING_EXEC,U_AGENT_SCHEDULING,U_UMGR_BINDING,U_UMGR_SCHEDULING,experiment,ncore,ncore_active,nhost,npilot,npilot_active,nunit,nunit_done,nunit_failed,sid
rp.session.radical.mturilli.017135.0009,110.735199928,473.78180027,3724.01949978,30.5950000286,0.00390005111694,0.0982999801636,3950.62409997,2882.44749999,0.0157999992371,0.0258004665375,1471.93659997,0.00830006599426,0.400099754333,exp10,16,16,5,16,16,18,14,2,rp.session.radical.mturilli.017135.0009
rp.session.radical.mturilli.017135.0010,5.53489995003,737.58220005,3037.77480006,29.1470999718,0.00660014152527,0.0975999832153,3599.52270007,2802.65090013,0.109400272369,0.228999614716,1443.10539985,0.0209000110626,0.591900110245,exp10,16,15,5,16,15,64,64,0,rp.session.radical.mturilli.017135.0010
rp.session.radical.mturilli.017136.0000,5.28870010376,644.503000021,13343.4691999,30.0406999588,0.00419998168945,0.0969998836517,13891.4391,13093.7604001,1.7776017189,1.31819725037,12328.5704,0.118399858475,1.0150001049,exp10,16,15,3,16,15,512,512,0,rp.session.radical.mturilli.017136.0000
rp.session.radical.mturilli.017136.0001,4.19219994545,446.040299892,1062.84859991,29.415899992,0.0038001537323,0.0973000526428,1378.6888001,826.112200022,0.0262002944946,0.03560090065,429.348200083,0.00450015068054,0.197499990463,exp10,16,14,5,16,14,16,16,0,rp.session.radical.mturilli.017136.0001
rp.session.radical.mturilli.017136.0002,4.28579998016,596.710400105,1963.2420001,28.451499939,0.00370001792908,0.0968999862671,2499.19829988,1700.68510008,0.0382997989655,0.0579998493195,894.774899721,0.00909996032715,0.225300073624,exp10,16,12,8,16,12,32,26,6,rp.session.radical.mturilli.017136.0002
rp.session.radical.mturilli.017136.0003,4.44669985771,437.216200113,3136.62980008,28.8052000999,0.00390005111694,0.105999946594,3537.9218998,2882.28630018,0.136800289154,0.158099412918,2254.66140008,0.0192000865936,0.380599975586,exp10,16,14,5,16,14,64,64,0,rp.session.radical.mturilli.017136.0003
rp.session.radical.mturilli.017136.0004,5.32790017128,564.869999886,7096.22239995,28.7258999348,0.00399994850159,0.105000019073,7619.58220005,6851.43079996,0.891198635101,0.636701822281,6329.57949996,0.0690999031067,0.690999984741,exp10,16,15,4,16,15,256,256,0,rp.session.radical.mturilli.017136.0004
rp.session.radical.mturilli.017136.0006,4.50580000877,698.698699951,1114.7822001,29.1296000481,0.00379991531372,0.104099988937,1802.03859997,829.044199944,0.0207998752594,0.0276002883911,435.366300106,0.00499987602234,0.213400125504,exp10,16,16,3,16,16,16,16,0,rp.session.radical.mturilli.017136.0006
rp.session.radical.mturilli.017136.0007,4.79329991341,241.288500071,1835.47869992,30.0542998314,0.00230002403259,0.104400157928,1989.16650009,1596.24510002,0.0171000957489,0.0307006835938,819.41809988,0.00530004501343,0.21549987793,exp10,16,14,9,16,14,16,16,0,rp.session.radical.mturilli.017136.0007
rp.session.radical.mturilli.017136.0008,621.198999882,3253.09840012,7497.11059999,296.438699961,0.204300165176,1.01440000534,18864.7081001,6676.36339998,14.3695943356,18.2525041103,5687.5703001,0.578699588776,11.8426003456,exp11,1024,753,18,1024,753,2108,2008,60,rp.session.radical.mturilli.017136.0008
rp.session.radical.mturilli.017137.0000,18.5426001549,3332.60570002,7677.72210002,291.143200159,0.127799987793,0.943499803543,17934.9209001,5431.62240005,1.99290084839,3.02940034866,4756.27540016,0.275099992752,3.73870015144,exp11,1024,480,16,1024,480,1056,887,169,rp.session.radical.mturilli.017137.0000
rp.session.radical.mturilli.017137.0001,20.3703999519,732.195199966,9198.00750017,295.840299845,0.166000127792,0.956899881363,21229.7798998,8877.92390037,4.28140282631,6.90679454803,7784.5411005,0.679999351501,10.7527980804,exp11,1024,156,12,1024,156,2196,2015,181,rp.session.radical.mturilli.017137.0001
rp.session.radical.mturilli.017138.0000,79.2179000378,807.334199905,7544.97600007,294.58039999,0.15900015831,0.920799970627,7749.36179996,5568.46220016,6.62889504433,5.60559654236,5250.96979976,0.446700334549,5.68009996414,exp11,1024,287,17,1024,287,2083,2018,58,rp.session.radical.mturilli.017138.0000
rp.session.radical.mturilli.017138.0001,18.1626999378,1004.87910008,6409.8506999,291.028599977,0.147599935532,0.94000005722,6591.52920008,4911.43509984,2.00919628143,2.1144990921,3845.36750031,0.242800474167,2.32229971886,exp11,1024,229,15,1024,229,1038,1018,14,rp.session.radical.mturilli.017138.0001
rp.session.radical.mturilli.017138.0004,138.566299915,442.735499859,8215.77380013,308.137599945,0.165100097656,0.896199941635,8501.45129991,7902.58159995,3.79529905319,4.270601511,7031.96130013,0.436199903488,2.77509999275,exp11,1024,244,19,1024,244,2050,2047,2,rp.session.radical.mturilli.017138.0004
rp.session.radical.mturilli.017138.0006,17.8970999718,3733.3829,5478.83420014,302.732700109,0.103099822998,1.70900011063,6564.42229986,4720.78530002,1.46789646149,2.4862036705,3211.40490007,0.196400165558,1.64470005035,exp11,1024,693,17,1024,693,1024,1024,0,rp.session.radical.mturilli.017138.0006
rp.session.radical.mturilli.017139.0003,568.554400206,1768.41199994,1480876427.76,295.551400185,0.136799812317,0.971899986267,1480876436.89,5962.64770007,1.5023021698,59.7507045269,4988.46099997,0.274699926376,5.15559983253,exp11,1024,570,18,1024,570,1046,1024,22,rp.session.radical.mturilli.017139.0003
rp.session.radical.mturilli.017141.0000,52.6354999542,1733.14730048,31612.2111001,577.245399952,0.245800018311,3.82360005379,32027.5609,12976.0221999,2.14030122757,27.7731034756,7362.59569979,0.698599815369,11.316100359,exp12,2048,183,9,2048,183,2122,1346,774,rp.session.radical.mturilli.017141.0000
rp.session.radical.mturilli.017141.0001,148.533799887,1226.22329783,37194.1415,582.391799927,0.296799898148,4.23470020294,37508.1471999,14260.8008001,72.0921988487,159.515097141,10876.4880998,0.596800327301,17.4264996052,exp12,2048,497,13,2048,497,2101,2040,59,rp.session.radical.mturilli.017141.0001
rp.session.radical.mturilli.017141.0002,58.3718001842,1183.48810005,12566.4428999,583.088000059,0.278100013733,4.26239991188,12866.2572,10608.6399002,46.4419970512,65.7974002361,5895.24790001,0.473999500275,14.3523001671,exp12,2048,392,17,2048,392,2076,2048,28,rp.session.radical.mturilli.017141.0002
rp.session.radical.mturilli.017142.0000,24944.2307,2598.01319981,8093.65709996,580.417099953,0.278900146484,1.79999995232,8416.9065001,7553.05879998,14.9382007122,29.0864946842,6414.17309999,0.511100769043,8.61299920082,exp12,2048,473,18,2048,473,2105,2046,57,rp.session.radical.mturilli.017142.0000
rp.session.radical.mturilli.017142.0001,25035.4268,700.76789999,64049.5353,34.7104001045,0.00469994544983,0.682199954987,64283.8559999,63804.5485001,6.53909778595,9.83220458031,63296.5523,0.540300369263,6.37269949913,exp13,32,25,3,32,25,2080,2048,32,rp.session.radical.mturilli.017142.0001
rp.session.radical.mturilli.017143.0000,25033.8895001,381.429800034,19042.4794002,34.4709000587,0.0114998817444,0.655900001526,19302.7493,18797.4794002,4.65880084038,5.72970581055,17959.1803999,0.249500274658,2.77049970627,exp13,32,26,7,32,26,1038,1024,14,rp.session.radical.mturilli.017143.0000
rp.session.radical.mturilli.017143.0001,7.50110006332,996.055900097,41033.9621999,33.638299942,0.00440001487732,0.234600067139,41192.2972,40781.3578,2.99950790405,28.4138090611,40292.8712001,0.661899328232,6.80940055847,exp13,32,28,3,32,28,2080,2048,32,rp.session.radical.mturilli.017143.0001
rp.session.radical.mturilli.017144.0000,7.41729998589,286.611299992,52926.4535,34.016600132,0.00939989089966,0.215000152588,53081.4831002,52671.4455004,2.21920657158,18.1568953991,51930.6891005,0.667300462723,10.6097993851,exp13,32,31,3,32,31,2094,2048,46,rp.session.radical.mturilli.017144.0000
rp.session.radical.mturilli.017144.0001,6.24489998817,384.056900024,68123.5456002,33.6983001232,0.00519990921021,0.284100055695,68397.9867001,67870.598,1.57030510902,18.7803025246,67386.2069001,0.254399299622,7.36159992218,exp13,32,19,2,32,19,1056,1024,32,rp.session.radical.mturilli.017144.0001
rp.session.radical.mturilli.017145.0000,50.103700161,721.588199854,43795.7208998,34.7344999313,0.00500011444092,0.68549990654,44067.3934002,43533.6084001,1.20119953156,25.371001482,43533.6113,0.278100013733,4.81150102615,exp13,32,24,4,32,24,1064,1022,40,rp.session.radical.mturilli.017145.0000
rp.session.radical.mturilli.017147.0000,6.1208999157,692.021099806,21791.97,36.2353000641,0.00690007209778,0.223799943924,22020.4796,19536.8729,4.17109966278,14.2960062027,18781.8539002,0.251499652863,4.9576997757,exp13,32,28,5,32,28,1048,1023,24,rp.session.radical.mturilli.017147.0000
rp.session.radical.mturilli.017170.0001,4.61819982529,301.067899942,1894.19190001,26.995000124,0.00239992141724,0.0984001159668,2187.34549999,1682.62310004,0.025399684906,0.0317995548248,1127.05760002,0.00510001182556,0.200299978256,exp14,8,5,4,8,5,16,16,0,rp.session.radical.mturilli.017170.0001
rp.session.radical.mturilli.017170.0002,5.43650007248,518.183900118,19023.5886002,26.6236999035,0.00230002403259,0.0994999408722,19243.8431001,18785.0509,0.300499916077,8.5975997448,18271.5340998,0.0590999126434,1.68530011177,exp14,8,7,2,8,7,264,256,8,rp.session.radical.mturilli.017170.0002
rp.session.radical.mturilli.017170.0003,5.64509987831,240.86860013,4727.31860018,28.3934998512,0.00170016288757,0.0989999771118,4898.1638999,4497.3507998,0.089200258255,0.0983009338379,4126.78000021,0.0164999961853,0.364599943161,exp14,8,5,5,8,5,64,64,0,rp.session.radical.mturilli.017170.0003
rp.session.radical.mturilli.017170.0004,5.81299996376,287.792900085,2741.72049999,27.3824000359,0.00230002403259,0.163699865341,2966.97409987,2157.99440002,0.0585997104645,0.0458002090454,1552.65389991,0.020299911499,0.361200094223,exp14,8,6,5,8,6,32,32,0,rp.session.radical.mturilli.017170.0004
rp.session.radical.mturilli.017171.0000,4.94009995461,250.192399979,6600.20420003,33.8847000599,0.00189995765686,0.101500034332,6799.41659999,4217.97799993,0.37030005455,0.121900081635,3519.25549984,0.0167000293732,0.350399971008,exp14,8,7,3,8,7,64,64,0,rp.session.radical.mturilli.017171.0000
rp.session.radical.mturilli.017171.0001,4.69039988518,576.505500078,3923.5855,27.9263000488,0.0032000541687,0.10019993782,4105.92579985,2036.10660005,0.0512001514435,0.0601999759674,1560.19120002,0.0134000778198,0.326099872589,exp14,8,8,5,8,8,34,30,2,rp.session.radical.mturilli.017171.0001
rp.session.radical.mturilli.017171.0002,5.32679986954,240.228700161,70241.9266,27.3487000465,0.00149989128113,0.100100040436,70500.7927999,70204.8983009,0.370799779892,19.8601009846,68769.6371994,0.074800491333,1.27889966965,exp14,8,6,2,8,6,266,256,10,rp.session.radical.mturilli.017171.0002
rp.session.radical.mturilli.017172.0000,5.67890000343,1131.36380005,10487.0312002,27.6050999165,0.00150012969971,0.109699964523,11357.1717,10189.0900998,1.11419868469,0.568797826767,9583.48399997,0.0497000217438,0.90969991684,exp14,8,8,3,8,8,256,256,0,rp.session.radical.mturilli.017172.0000
rp.session.radical.mturilli.017172.0002,4.66070008278,242.359400034,2976.47049999,46.9056999683,0.00169992446899,0.104000091553,3182.43770003,2730.91460013,0.0273005962372,0.0361001491547,1728.47089982,0.00519990921021,0.21530008316,exp14,8,7,6,8,7,16,16,0,rp.session.radical.mturilli.017172.0002
rp.session.radical.mturilli.017172.0003,4.3928000927,355.572799921,6814.73589993,27.2311000824,0.00180006027222,0.106499910355,7060.09520006,6597.65840006,0.375699996948,0.306999444962,6130.95440006,0.0348999500275,1.32889986038,exp14,8,7,3,8,7,128,128,0,rp.session.radical.mturilli.017172.0003
rp.session.radical.mturilli.017173.0000,6.09010004997,332.66079998,4319.19350004,26.7871999741,0.00160002708435,0.198199987411,4687.76200008,4027.10200047,0.0314998626709,0.0323996543884,3883.4145,0.00869989395142,0.427999973297,exp14,8,1,2,8,1,32,16,16,rp.session.radical.mturilli.017173.0000
rp.session.radical.mturilli.017173.0001,5.88900017738,436.371600151,1189.12919998,26.7762999535,0.00139999389648,0.19989991188,1520.88300014,960.583900213,0.0076003074646,0.0120997428894,508.803700209,0.00250005722046,0.200500011444,exp14,8,6,4,8,6,8,8,0,rp.session.radical.mturilli.017173.0001
rp.session.radical.mturilli.017173.0002,6.61249995232,564.264799833,8835.22379994,26.4446001053,0.00169992446899,0.112499952316,9064.80849981,8619.85389996,0.104300737381,1.53180003166,6544.06279993,0.015499830246,0.392400026321,exp14,8,5,4,8,5,64,64,0,rp.session.radical.mturilli.017173.0002
rp.session.radical.mturilli.017174.0000,4.53559994698,1914.02950001,2533.24860001,26.8919999599,0.00250005722046,0.107599973679,3616.54870009,2316.76779985,0.081399679184,0.0769000053406,1871.12420011,0.00850009918213,0.340399980545,exp14,8,8,1,8,8,32,32,0,rp.session.radical.mturilli.017174.0000
rp.session.radical.mturilli.017174.0001,4.34319996834,1097.90129995,3433.40690017,26.7173001766,0.0019998550415,0.110900163651,4492.32249999,3207.44330001,0.266401052475,0.200299739838,2683.90500021,0.0171000957489,0.705799818039,exp14,8,8,1,8,8,64,64,0,rp.session.radical.mturilli.017174.0001
rp.session.radical.mturilli.017174.0003,4.43840003014,274.895799875,1659.89059997,26.9460999966,0.00340008735657,0.108299970627,6582.38479996,1429.55949998,0.00669980049133,0.0108001232147,723.806500196,0.00349998474121,0.161999940872,exp14,8,7,6,8,7,8,8,0,rp.session.radical.mturilli.017174.0003
rp.session.radical.mturilli.017174.0004,4.71840000153,515.467700005,10872.2799001,27.1267001629,0.00249981880188,0.106300115585,11051.7971001,10647.5927999,0.350101470947,0.218900918961,9924.85150003,0.0369999408722,0.711799860001,exp14,8,5,5,8,5,128,128,0,rp.session.radical.mturilli.017174.0004
rp.session.radical.mturilli.017174.0005,5.03169989586,274.289700031,32549.9571002,27.1988999844,0.00289988517761,0.109100103378,32764.1299999,32320.602,1.01570057869,1.61740374565,31881.1558001,0.140700101852,1.52130007744,exp14,8,6,3,8,6,512,512,0,rp.session.radical.mturilli.017174.0005
rp.session.radical.mturilli.017175.0000,5.49049973488,349.312299967,12100.9954,27.6157000065,0.00180006027222,0.104300022125,12326.2859001,11862.5776,0.574099779129,0.490399837494,11783.1852,0.0662999153137,0.87299990654,exp14,8,7,4,8,7,258,254,2,rp.session.radical.mturilli.017175.0000
rp.session.radical.mturilli.017175.0001,4.84829998016,280.48029995,1151.01300001,27.1882998943,0.00200009346008,0.10439991951,1399.02039981,930.991300344,0.0170001983643,0.0271999835968,504.230500221,0.00540018081665,0.217399835587,exp14,8,8,2,8,8,16,16,0,rp.session.radical.mturilli.017175.0001
rp.session.radical.mturilli.017175.0002,5.55250000954,247.40260005,6502.51060009,27.0014998913,0.00160002708435,0.106499910355,6726.43359995,6288.01729989,0.282498598099,0.26509976387,5955.95440006,0.0309000015259,0.536799907684,exp14,8,6,3,8,6,128,128,0,rp.session.radical.mturilli.017175.0002
rp.session.radical.mturilli.017175.0003,4.64149999619,338.65989995,1610.5632,27.174200058,0.00239992141724,0.107000112534,1868.00390005,1399.1638999,0.016900062561,0.0258004665375,729.434399843,0.00359988212585,0.667600154877,exp14,8,8,3,8,8,16,16,0,rp.session.radical.mturilli.017175.0003
rp.session.radical.mturilli.017175.0004,5.35700011253,225.63560009,2287.26830006,26.6980998516,0.00260019302368,0.10489988327,2480.05060005,2078.07190013,0.0103001594543,0.020299911499,1068.22389984,0.00279998779297,0.115200042725,exp14,8,8,2,8,8,8,8,0,rp.session.radical.mturilli.017175.0004
rp.session.radical.mturilli.017178.0003,5.00370001793,276.554299831,35872.8987,27.6570999622,0.00260019302368,0.107499837875,36118.1785998,35692.2739,1.01819825172,2.44990086555,34907.4643002,0.128599882126,1.44970011711,exp14,8,7,3,8,7,512,512,0,rp.session.radical.mturilli.017178.0003
rp.session.radical.mturilli.017179.0000,4.71920013428,403.053100109,1611.61199999,27.4832000732,0.00179982185364,0.110100030899,3366.3611002,1444.60549998,0.0152003765106,0.0174999237061,743.889499903,0.00349998474121,0.114000082016,exp14,8,6,3,8,6,8,8,0,rp.session.radical.mturilli.017179.0000
rp.session.radical.mturilli.017179.0001,6.30210018158,480.894500017,14906.5264001,26.7017998695,0.00170016288757,0.107699871063,27007.2039001,14643.7189,0.134099960327,2.17920017242,14292.4686,0.029000043869,0.547399997711,exp14,8,3,3,8,3,128,127,1,rp.session.radical.mturilli.017179.0001
rp.session.radical.mturilli.017179.0002,5.14420008659,2667.94939995,105337.1388,27.82310009,0.00150012969971,0.103999853134,105567.6033,105250.568999,1.89440202713,4.62510037422,103470.291501,0.116400003433,1.23309993744,exp14,8,7,2,8,7,512,500,12,rp.session.radical.mturilli.017179.0002
rp.session.radical.mturilli.017181.0000,4.85239982605,504.53489995,15679.651,27.7846000195,0.00269985198975,0.105800151825,15957.1255999,15493.1034,0.657397031784,0.485198497772,14908.0427001,0.0863001346588,0.787400007248,exp14,8,7,5,8,7,256,254,2,rp.session.radical.mturilli.017181.0000
rp.session.radical.mturilli.017182.0000,5.18959999084,1270.50430012,29952.1442001,28.1816999912,0.0025999546051,0.109800100327,31073.6805,29745.9159,0.436501502991,3.17619943619,29274.1438999,0.11579990387,0.968899965286,exp14,8,4,3,8,4,256,252,4,rp.session.radical.mturilli.017182.0000
rp.session.radical.mturilli.017183.0000,4.72029995918,2498.81539989,43762.8456001,26.9595000744,0.00230002403259,0.105400085449,43925.9589,43575.7031,0.794701814651,4.19590139389,42484.9654,0.156199932098,1.21000003815,exp14,8,7,3,8,7,512,506,6,rp.session.radical.mturilli.017183.0000
rp.session.radical.mturilli.017183.0001,5.32259988785,1736.78919983,19531.3264999,26.8535001278,0.00230002403259,0.110399961472,20128.0621998,19284.1430001,0.369402170181,0.398203849792,18592.4369001,0.0841000080109,0.778100013733,exp14,8,6,3,8,6,256,252,4,rp.session.radical.mturilli.017183.0001
rp.session.radical.mturilli.017193.0000,4.87039995193,317.715199947,14954.2908001,26.8001999855,0.00149989128113,0.112500190735,15264.3775001,14681.0125,0.560899019241,0.791504144669,14271.7804,0.0764000415802,0.751600027084,exp14,8,7,2,8,7,256,253,3,rp.session.radical.mturilli.017193.0000
