,pid,PendingInputStaging,Done
408,1,56.9791040421,1004.66655302
409,1,57.0341780186,1004.70962405
410,2,69.5778310299,1004.76133895
411,2,69.592646122,1004.82346606
412,2,69.6337690353,1004.86885214
413,2,69.657335043,1004.92175102
414,2,69.6836090088,1004.96322513
415,4,96.91624403,1005.02994895
416,4,96.9564950466,1005.0529871
417,4,96.9704830647,1005.08157206
418,4,97.0074219704,1005.09898114
419,4,97.0182609558,1005.12977505
420,1,57.0348489285,1006.17210507
421,1,57.0795750618,1006.20804906
422,1,57.085611105,1006.21792006
423,1,57.1370360851,1006.25714707
424,1,57.1365571022,1006.26225495
425,2,69.709113121,1006.30306005
426,2,69.7368979454,1006.30973315
427,2,69.7657599449,1006.34781098
428,1,57.1860320568,1006.35468102
429,1,57.2618031502,1006.40810204
430,1,57.1977100372,1006.40734911
431,1,57.2612960339,1006.46244001
432,1,57.3097670078,1006.46348715
433,2,69.7939989567,1006.509022
434,2,69.8182051182,1006.51018906
435,4,97.0582709312,1006.55915308
436,4,97.0720150471,1006.56967306
437,2,69.8376610279,1006.6097331
438,2,69.8749449253,1006.61411905
439,2,69.8834209442,1006.65386915
440,2,69.929899931,1006.66172409
441,4,97.1126699448,1006.7129631
442,2,69.9600670338,1006.69789815
443,4,97.1280350685,1006.74622703
444,4,97.162405014,1006.758883
445,4,97.1788909435,1006.81381011
446,4,97.209895134,1006.81944299
447,4,97.2289299965,1006.86368704
448,4,97.263502121,1006.86745715
449,1,57.3136260509,1007.94402504
450,1,57.3635520935,1007.95590305
451,1,57.3793611526,1007.98721194
452,1,57.4088110924,1007.99972796
453,1,57.4277880192,1008.02897406
454,2,69.9873991013,1008.04273295
455,2,70.0169320107,1008.09340715
456,2,70.0394570827,1008.13030195
457,2,70.1241660118,1008.15961409
458,4,97.2993130684,1008.20783615
459,2,70.1527569294,1008.18791103
460,4,97.3261799812,1008.23516703
461,4,97.3496551514,1008.25545502
462,4,97.3780300617,1008.28385711
463,4,97.3960809708,1008.30395293
464,1,57.4569649696,1009.38310409
465,1,57.4759759903,1009.40204
466,1,57.5575151443,1009.42816305
467,1,57.5833921432,1009.44928098
468,1,57.6063671112,1009.47775507
469,1,57.6342411041,1009.50856495
470,1,57.663257122,1009.52471709
471,1,57.6800100803,1009.55269313
472,1,57.7107081413,1009.56867695
473,1,57.7298600674,1009.59638
474,2,70.1698350906,1009.62424803
475,2,70.1979680061,1009.64307499
476,2,70.2137789726,1009.67292714
477,2,70.2463819981,1009.69243908
478,2,70.259401083,1009.71854401
479,2,70.2988231182,1009.7408061
480,2,70.3047070503,1009.76914811
481,2,70.3468561172,1009.78989816
482,2,70.3686261177,1009.81708002
483,2,70.3972790241,1009.83624196
484,4,97.4463639259,1009.86227202
485,4,97.4625480175,1009.87895799
486,4,97.5970909595,1009.91476393
487,4,97.6483650208,1009.92496109
488,4,97.6817829609,1009.96698713
489,4,97.7146980762,1009.97101903
490,4,97.731194973,1010.01312113
491,4,97.7684640884,1010.01690102
492,4,97.7771160603,1010.07295799
493,4,97.8386349678,1010.07196712
494,1,57.7633430958,1011.15379214
495,1,57.773774147,1011.15855098
496,1,57.8084621429,1011.20155096
497,1,57.8213951588,1011.20575213
498,2,70.421708107,1011.2519331
499,1,57.8559060097,1011.24747515
500,2,70.4501180649,1011.30390811
501,2,70.4751851559,1011.30865312
502,2,70.5046679974,1011.35310102
503,2,70.524641037,1011.36521792
504,4,97.8414411545,1011.41907501
505,4,97.889537096,1011.42040515
506,1,57.8688559532,1011.46802497
507,1,57.9066390991,1011.46849012
508,1,57.9231510162,1011.52192307
509,1,57.9628081322,1011.52209997
510,4,97.8888390064,1011.58558011
511,1,57.9718840122,1011.57537794
512,4,97.9430310726,1011.63198805
513,4,97.9445431232,1011.6380651
514,1,58.013586998,1012.72014308
515,1,58.0168559551,1012.73411393
516,1,58.0595650673,1012.76030898
517,1,58.0652761459,1012.77540708
518,1,58.1139190197,1012.80442405
519,2,70.5617480278,1012.83259201
520,2,70.6024870872,1012.85909104
521,2,70.6297569275,1012.88361692
522,2,70.6630561352,1012.91374302
523,2,70.6872689724,1012.93054414
524,2,70.7168500423,1012.96962905
525,2,70.7333440781,1012.97976899
526,2,70.7740931511,1013.01777911
527,2,70.7825989723,1013.02417612
528,4,97.9935829639,1013.07192898
529,2,70.8225080967,1013.06584907
530,4,97.9974570274,1013.118644
531,4,98.041424036,1013.12195206
532,4,98.0386209488,1013.165236
533,4,98.0914881229,1013.17079806
534,4,98.0908639431,1013.216043
535,4,98.1477560997,1013.22201705
536,4,98.1523079872,1013.289994
537,4,98.2342720032,1013.27313995
538,4,98.2410330772,1013.31850314
539,1,58.1183481216,1014.36205196
540,1,58.1578731537,1014.40498495
541,1,58.1681611538,1014.40907097
542,1,58.2112500668,1014.45717692
543,1,58.2072150707,1014.45644593
544,1,58.2619309425,1014.50462604
545,1,58.2625899315,1014.50535011
546,1,58.324586153,1014.54792595
547,1,58.3257920742,1014.55128407
548,2,70.8310949802,1014.58964109
549,2,70.8726320267,1014.59729815
550,2,70.8787250519,1014.63291001
551,2,70.9197490215,1014.64070892
552,4,98.2869880199,1014.68605995
553,2,70.9256269932,1014.67795396
554,4,98.2878170013,1014.72487307
555,4,98.3356060982,1014.73238397
556,2,70.9688720703,1014.77170515
557,2,70.9724831581,1014.78253293
558,2,71.0281789303,1014.81600213
559,2,71.0288169384,1014.83035398
560,4,98.3380749226,1014.88306212
561,2,71.0921759605,1014.86641693
562,4,98.3982160091,1014.90953612
563,1,58.3788540363,1015.97011614
564,1,58.3782069683,1016.01393199
565,1,58.4424231052,1016.01856899
566,1,58.4676060677,1016.05755115
567,1,58.4867651463,1016.06181097
568,2,71.0928559303,1016.10331392
569,2,71.1460649967,1016.10691595
570,2,71.1466929913,1016.14695001
571,2,71.1978509426,1016.159302
572,4,98.4324491024,1016.20529413
573,4,98.5196459293,1016.23054099
574,4,98.5577330589,1016.25215197
575,4,98.6107621193,1016.27980494
576,4,98.6416561604,1016.30362201
577,4,98.6681101322,1016.32579708
578,4,98.6910181046,1016.35184693
579,4,98.7090950012,1016.37174606
580,4,98.7411210537,1016.39957094
581,4,98.7530360222,1016.43568707
582,1,58.520676136,1017.51197195
583,1,58.5398750305,1017.53421116
584,1,58.5707840919,1017.55888295
585,1,58.586302042,1017.58226109
586,1,58.6212251186,1017.61585808
587,1,58.6315970421,1017.62667513
588,1,58.6714110374,1017.66270399
589,1,58.6779439449,1017.67231798
590,1,58.7218770981,1017.70671797
591,1,58.7238509655,1017.73570514
592,2,71.2016079426,1017.76022005
593,2,71.2524120808,1017.78643107
594,2,71.2568850517,1017.8169601
595,2,71.3049170971,1018.02915692
596,2,71.303632021,1018.05204797
597,2,71.3590509892,1018.08248401
598,2,71.3584210873,1018.10005093
599,2,71.4067020416,1018.1314311
600,2,71.4102611542,1018.15479112
601,4,98.7889170647,1018.23513699
602,2,71.4581780434,1018.19029593
603,4,98.8006401062,1018.25159907
604,4,98.8376090527,1018.28284693
605,4,98.8495121002,1018.3063941
606,4,98.8933839798,1018.33406115
607,4,98.9180109501,1018.35604811
608,4,98.9540569782,1018.38495111
609,4,98.9885449409,1018.402637
610,4,99.0159380436,1018.43050098
611,4,99.0412359238,1018.45503592
612,1,58.7836649418,1019.52490306
613,1,58.784307003,1019.55217195
614,1,58.8310360909,1019.56765008
615,1,58.8351180553,1019.60367203
616,1,58.8831920624,1019.61337495
617,1,58.8837230206,1019.65227294
618,1,58.9306709766,1019.65819407
619,1,58.9311490059,1019.69727206
620,1,58.9849309921,1019.70417404
621,1,58.9880070686,1019.73972201
622,2,71.4585580826,1019.74993801
623,2,71.562538147,1019.78759193
624,2,71.5637509823,1019.80666494
625,2,71.6368980408,1019.83403897
626,2,71.6407289505,1019.84922194
627,2,71.6948070526,1019.88441801
628,2,71.6980960369,1019.89468503
629,2,71.7539160252,1019.94302297
630,2,71.7519750595,1019.94693899
631,4,99.0607481003,1019.99355793
632,2,71.8107030392,1019.98820901
633,4,99.0886991024,1020.03386593
634,4,99.1140229702,1020.04265404
635,4,99.1389091015,1020.08240104
636,4,99.1589641571,1020.08886099
637,3,113.936650991,1021.82234216
638,3,113.984485149,1021.82641506
639,3,114.033589125,1021.89851809
640,3,114.078186035,1021.91894794
641,3,114.126165152,1022.05130696
642,1,59.0370099545,1021.17294097
643,1,59.0318889618,1021.17051697
644,1,59.0756909847,1021.21697211
645,1,59.0894920826,1021.22028995
646,1,59.136963129,1021.26331401
647,1,59.1202731133,1021.26225114
648,2,71.8638789654,1021.31038094
649,2,71.8068151474,1021.30934715
650,2,71.9074890614,1021.36242509
651,2,71.8643610477,1021.36441398
652,4,99.1860840321,1021.41782093
653,2,71.9119920731,1021.4150281
654,4,99.2041609287,1021.46714306
655,4,99.2320020199,1021.46775413
656,4,99.251996994,1021.51590395
657,4,99.2809560299,1021.51893401
658,4,99.2995841503,1021.56329012
659,4,99.3306109905,1021.56548905
660,3,114.206206083,1022.05989099
661,3,114.270349026,1022.11403298
662,3,114.322777033,1022.12148714
663,3,114.376728058,1022.16901898
664,3,114.426126003,1022.18550897
665,4,99.3416810036,1021.62489009
666,4,99.3794691563,1021.62638712
667,1,59.1682779789,1021.66892195
668,1,59.1938910484,1021.67367911
669,1,59.2231481075,1021.7147541
670,1,59.2750689983,1021.71803594
671,4,99.38540411,1021.76223302
672,1,59.3111970425,1021.76087308
673,2,71.9533920288,1021.94847894
674,2,71.9584779739,1021.96558499
675,2,72.0216159821,1021.99755692
676,2,72.0471100807,1022.00929594
677,3,114.469795942,1023.86845994
678,3,114.515465021,1023.90612507
679,3,114.600801945,1023.94350004
680,3,114.665244102,1024.11372495
681,3,114.71076107,1024.14454198
682,1,59.3413860798,1023.24764109
683,1,59.3856160641,1023.2567811
684,1,59.4374051094,1023.29493308
685,1,59.4839100838,1023.30620813
686,1,59.5056679249,1023.34321904
687,2,72.065582037,1023.34920096
688,2,72.1030030251,1023.38830614
689,2,72.1182389259,1023.39309406
690,2,72.1502201557,1023.43781209
691,2,72.176607132,1023.44255495
692,4,99.423666954,1023.48719716
693,4,99.4388091564,1023.49340796
694,4,99.4675681591,1023.53186011
695,4,99.4952909946,1023.54297709
696,4,99.5170071125,1023.57404709
697,4,99.5649840832,1023.59299994
698,4,99.5716509819,1023.61894393
699,3,114.768322945,1024.20046496
700,3,114.823604107,1024.24007416
701,3,114.869400024,1024.28534198
702,3,114.922747135,1024.32413793
703,3,114.936851978,1024.50479007
704,4,99.6196200848,1023.65946102
705,4,99.6236929893,1023.67761302
706,1,59.5322620869,1023.70579505
707,1,59.5584671497,1023.72226095
708,1,59.5789999962,1023.75253201
709,1,59.6111040115,1023.7775321
710,4,99.6665141582,1023.83154702
711,1,59.6268761158,1023.80510902
712,2,72.2084879875,1023.96388197
713,2,72.2308819294,1023.99260712
714,2,72.2691149712,1024.00693893
715,2,72.292386055,1024.04102612
716,2,72.3395650387,1024.0520401
717,2,72.3426260948,1024.08631897
718,4,99.6751909256,1024.34198999
719,4,99.7250180244,1024.37528515
720,4,99.7245590687,1024.41382694
721,4,99.7722380161,1024.43192697
722,4,99.7787699699,1024.45810413
723,3,114.970659018,1026.19005108
724,3,114.982444048,1026.22096109
725,3,115.018980026,1026.26264811
726,3,115.048664093,1026.29469204
727,3,115.075459003,1026.31866693
728,1,59.6575260162,1025.56402302
729,1,59.6757850647,1025.59746599
730,1,59.7049479485,1025.6131041
731,1,59.7260041237,1025.64440012
732,3,115.098232031,1026.34531212
733,3,115.124177933,1026.37569809
734,3,115.142612934,1026.51986408
735,3,115.171783924,1026.55065107
736,3,115.193686962,1026.59188414
737,1,59.7528240681,1025.65704799
738,2,72.4012260437,1025.68547297
739,2,72.4007129669,1025.70402408
740,1,59.7729711533,1025.72848201
741,1,59.80012393,1025.75159216
742,1,59.8202140331,1025.77246594
743,1,59.8478901386,1025.79893613
744,1,59.868085146,1025.83185911
745,2,72.4629671574,1025.85780597
746,2,72.4650480747,1025.88269997
747,4,99.8324730396,1025.92683196
748,2,72.5219249725,1025.90696216
749,4,99.8368339539,1025.95341301
750,2,72.5211949348,1025.98929405
751,2,72.57102108,1026.01138902
752,2,72.5778279305,1026.03630114
753,2,72.6208641529,1026.05780196
754,4,99.8937311172,1026.102561
755,2,72.6289250851,1026.08652616
756,4,99.8952300549,1026.13923907
757,4,99.9476809502,1026.15087795
758,4,99.9484529495,1026.40139604
759,4,100.004435062,1026.42238712
760,4,100.006860971,1026.44670796
761,4,100.0704391,1026.46750712
762,4,100.076183081,1026.49580193
763,3,115.219980001,1028.29393196
764,3,115.240406036,1028.35318804
765,3,115.26356411,1028.41821194
766,3,115.294047117,1028.46717596
767,3,115.311016083,1028.79957294
768,1,59.899023056,1027.652704
769,1,59.9154419899,1027.69431496
770,1,59.9514329433,1027.69498014
771,3,115.367576122,1028.91849899
772,3,115.406599045,1028.97411609
773,3,115.440252066,1029.04173207
774,3,115.493042946,1029.21573305
775,3,115.517305136,1029.24216294
776,1,59.9994280338,1027.7475431
777,1,59.9614200592,1027.74802494
778,1,60.0191800594,1027.79745507
779,1,60.047727108,1027.80241799
780,1,60.0667181015,1027.84510899
781,1,60.095965147,1027.84947395
782,1,60.113920927,1027.88965011
783,2,72.6705789566,1027.90402699
784,2,72.6773979664,1027.93532395
785,2,72.7177810669,1027.95619392
786,2,72.7275681496,1027.98193002
787,2,72.7685949802,1028.00799799
788,2,72.7717461586,1028.02977514
789,2,72.823800087,1028.06092095
790,2,72.8246030807,1028.08506012
791,4,100.124861002,1028.13661909
792,2,72.873896122,1028.1164031
793,4,100.125339985,1028.16333103
794,4,100.184411049,1028.18415904
795,4,100.183666945,1028.212291
796,4,100.246708155,1028.24092698
797,4,100.244328022,1028.50151801
798,4,100.353013992,1028.56162214
799,4,100.353758097,1028.60827804
800,4,100.425393105,1028.65395498
801,4,100.425033092,1028.74728203
802,3,115.561053991,1029.27958512
803,3,115.574788094,1029.31321216
